"InvoiceId","Store","Department","SSN","CustomerName","Gender","Address","City","State","PostalCode","PaymentType","CardNumber","Quantity","ProductPrice","Total","Product","SaleDate","SaleTime"
363590,Howell-Mraz,Sports & Computers,"532-42-1418",Lucie Crist,Male,"4133 Durgan Stream",South Barneymouth,GA,35968,Visa,"4734-5535-9648-3378",3,93.79,281.37,Practical Plastic Table,2022-02-21,15:12:44
365105,Witting DVM,Electronics,"353-31-3306",Mr. Kameron Legros,Male,"31026 Dietrich Freeway",Rolfsontown,MN,89626,Cash,"",10,45.81,458.10,Awesome Concrete Hat,2022-05-15,02:26:14
365260,Witting DVM,Home & Toys,"590-78-4940",Carroll Brakus,Female,"2096 Kling Orchard",New Jude,NH,35677,Cash,"",4,42.15,168.60,Gorgeous Granite Table,2021-07-16,23:28:58
365698,Corkery Sr.,"Grocery, Industrial & Toys","682-68-8574",Joana Shanahan Sr.,Male,"1963 Quitzon Lakes",Aryannaborough,HI,13031,Cash,"",1,84.07,84.07,Ergonomic Wooden Hat,2022-05-16,04:23:15
369117,"Kutch, Hartmann and Runolfsdottir","Games, Sports & Movies","609-36-1941",Una Klocko,Female,"3327 Ashton Summit",Sandychester,GA,82670,AMEX,"3991-483757-46828",6,19.44,116.64,Awesome Rubber Hat,2022-05-18,08:59:30
369262,Emard DVM,Music & Games,"458-30-4010",Alfred Mills,Male,"9805 Rachael Village",Lake Vidaland,VA,16147,Visa,"4500-2912-7581-9305",5,12.97,64.85,Fantastic Granite Car,2021-11-14,02:14:18
372299,Howell-Mraz,"Automotive, Industrial & Electronics","313-13-8599",Austyn Fisher,Female,"39810 Daugherty Plain",New Dorothy,DE,76170,Visa,"4050-4609-2625-7491",2,22.33,44.66,Intelligent Granite Table,2022-05-09,13:09:22
372517,"Kutch, Hartmann and Runolfsdottir","Kids, Books & Sports","957-52-2616",Juwan Mitchell,Female,"70248 Stanley Plaza",Kaylahside,NV,48653,AMEX,"3187-666022-53991",8,6.44,51.52,Awesome Concrete Shoes,2022-02-01,23:35:20
374091,Corkery Sr.,"Toys, Baby & Sports","481-75-2955",Jarred Treutel,Male,"87888 Boehm Oval",Linwoodstad,MD,14016,AMEX,"3485-864135-99503",1,78.10,78.10,Incredible Wooden Hat,2022-04-20,07:53:57
376241,Hilll-Rolfson,Home,"782-48-8034",Noe Nader MD,Male,"98947 Randal Mountains",South Niahaven,SC,61082,AMEX,"3651-807969-58335",8,79.01,632.08,Practical Cotton Shoes,2022-02-17,03:02:53
376380,Hilll-Rolfson,Music & Outdoors,"457-87-6323",Kirsten Carroll,Female,"74388 Glover Mews",East Reedberg,MA,54101,Cash,"",1,94.93,94.93,Rustic Plastic Computer,2022-01-15,09:03:17
378792,Corkery Sr.,Automotive,"624-56-5394",Mrs. Sunny Shields,Female,"24901 Rosenbaum Springs",Lake Larue,AZ,70473,EWallet,"15bucPPYDjGtqX96yN5sbHFh5uyTQUGWor",2,50.93,101.86,Fantastic Plastic Chair,2021-07-19,21:56:07
383551,Mueller II,"Sports, Electronics & Music","831-31-4238",Lorenz Wuckert,Male,"628 Muhammad Creek",North Alexzanderfurt,WA,49594,EWallet,"1FWu9gtvKTygp4wJhA1Chnf6KooyyhW1WE",8,37.58,300.64,Ergonomic Concrete Gloves,2021-06-07,19:36:29
384880,Bergstrom-Senger,Sports,"686-34-8167",Maryse Anderson,Male,"6494 Rice Stream",Leliaport,IL,43711,MasterCard,"5015-9706-9006-1898",8,55.51,444.08,Awesome Plastic Table,2022-05-21,09:19:56
388031,Kub-Stroman,Tools,"428-30-8013",Webster Rowe,Female,"2691 Carson Trail",Haventown,SD,61470,AMEX,"3167-853865-71822",1,67.51,67.51,Rustic Rubber Pants,2021-10-06,04:39:55
389307,Witting DVM,"Health, Books & Clothing","497-24-6725",Lorna Hand,Female,"69269 Melany Circle",South Lilliana,NJ,75512,EWallet,"12ve5ZKqcLpy792JVhdaKYXRG4MWiCLCvN",7,98.10,686.70,Sleek Plastic Car,2021-11-15,11:15:27
394155,Corkery Sr.,Movies,"434-82-6548",Emmanuel Carter,Female,"69763 Helene Road",Hendersonstad,AR,53955,Cash,"",8,6.38,51.04,Small Concrete Shirt,2022-05-09,09:11:55
396457,Kub-Stroman,Industrial & Grocery,"347-32-2804",Ernestine Reichel I,Female,"1821 Michaela Lodge",West Filomenaside,KS,82948,Visa,"4414-6602-8530-8216",9,3.39,30.51,Ergonomic Granite Computer,2022-01-11,11:52:36
396636,Pollich-Klocko,Music & Kids,"620-45-2304",Mohamed Windler,Female,"58422 Marlen Lake",North Aleneville,ND,71445,MasterCard,"5970-1435-5345-3289",10,46.99,469.90,Practical Plastic Shirt,2021-10-27,22:03:20
399019,Kub-Stroman,"Books, Clothing & Shoes","373-72-5539",Jeremie Becker II,Female,"40861 Raina Wall",North Arnaldofort,NV,57833,AMEX,"3392-819338-18091",8,28.70,229.60,Gorgeous Rubber Car,2022-03-18,06:08:16
400612,"Kutch, Hartmann and Runolfsdottir","Jewelery, Health & Movies","150-66-3626",Ms. Nedra Bartoletti,Male,"16646 Pauline Prairie",Calestad,OR,55760,Cash,"",7,89.27,624.89,Ergonomic Cotton Table,2021-12-29,05:01:12
400683,Howell-Mraz,Automotive & Sports,"901-65-7293",Andreanne Kuhic,Male,"84230 Zena Canyon",Jasmintown,NE,29555,MasterCard,"5525-6509-3363-9648",4,74.55,298.20,Ergonomic Concrete Computer,2022-05-11,02:40:41
401516,Bergstrom-Senger,Automotive & Jewelery,"115-24-2828",Audrey Sporer,Female,"33095 Wolff Rest",Reneport,AL,94923,AMEX,"3438-305121-47467",10,35.48,354.80,Ergonomic Cotton Shoes,2021-12-30,14:43:00
402442,Mueller II,Baby,"710-66-6581",Mr. Donavon Hintz,Male,"92519 Ari Branch",West Leonardport,RI,90823,AMEX,"3880-543304-11460",10,29.44,294.40,Gorgeous Plastic Gloves,2021-10-16,06:26:35
402601,Kub-Stroman,Automotive & Movies,"271-40-7396",Adan Schmeler,Female,"397 Connelly Mountains",Harberstad,NH,61501,MasterCard,"5113-2441-3303-2054",9,99.67,897.03,Small Concrete Pants,2022-05-19,17:26:04
406278,Howell-Mraz,Automotive,"930-61-1194",Watson Hauck,Male,"1583 Durgan Divide",West Kellie,MO,93900,Visa,"4681-1458-9326-7101",8,44.23,353.84,Small Wooden Chair,2022-05-23,07:25:45
410997,Hilll-Rolfson,Electronics,"578-29-7214",Rahsaan Heidenreich,Female,"336 Leffler Bypass",South Shayneside,DE,25922,AMEX,"3286-335669-20744",10,50.39,503.90,Awesome Rubber Pants,2022-02-14,16:59:25
411279,Pollich-Klocko,Books & Grocery,"149-50-9297",Ms. Gerald Gulgowski,Female,"79093 Price Plains",Hagenestown,NV,66368,EWallet,"13ALCZ1wa26RCsxzYDy6wUfBt1RJ1kRzbn",10,68.50,685.00,Small Concrete Table,2022-05-15,22:51:07
411358,Corkery Sr.,Clothing & Tools,"436-20-1100",Wilfred Barrows MD,Female,"340 Sadie Rue",Bodeton,MD,95075,EWallet,"1KQ14P88RTUeRkCeNcR9Mg98sSTQdPgSq1",8,72.85,582.80,Practical Wooden Computer,2021-12-14,10:38:43
415902,Mueller II,Grocery & Automotive,"272-94-1818",Marlee Moen,Male,"1187 Rath Inlet",Deckowton,IL,61088,MasterCard,"5970-3782-8337-4112",3,58.42,175.26,Sleek Cotton Table,2022-04-24,04:12:37
418210,Witting DVM,Music & Tools,"423-88-7891",Gerard Hermann,Female,"6272 Schmeler Center",Terryport,ME,37259,AMEX,"3396-213165-88969",3,99.17,297.51,Sleek Steel Computer,2022-04-08,22:55:57
418660,Pollich-Klocko,"Books, Sports & Outdoors","737-14-9980",Karen Kling,Male,"1007 Henry Unions",North Kari,OK,91670,MasterCard,"5616-8117-6299-9286",5,90.10,450.50,Fantastic Concrete Pants,2021-10-16,13:44:35
421366,Hilll-Rolfson,"Books, Games & Jewelery","714-52-3289",Donald Jakubowski,Female,"793 Astrid Crescent",West Chazbury,NY,53012,MasterCard,"5804-3623-8374-3890",6,97.55,585.30,Fantastic Wooden Table,2022-05-14,13:50:16
421685,Hilll-Rolfson,Electronics,"471-41-4339",Russel Swift,Male,"10483 Aric Shores",East Demario,OH,31923,MasterCard,"5962-3730-2826-5872",8,19.46,155.68,Ergonomic Granite Chair,2022-04-29,03:18:52
421960,Kub-Stroman,"Grocery, Industrial & Garden","470-94-1199",Walter Marks,Male,"72363 Enrique Roads",Rathhaven,MT,76790,EWallet,"1Np9u728Ny4cMQkB6WkgvJBfN4AVty2tGR",7,75.15,526.05,Ergonomic Cotton Gloves,2021-09-25,01:46:03
425669,Emard DVM,Kids,"797-62-4760",Kaya Gulgowski,Female,"3203 Juliet Rapid",South Elisa,DE,92341,AMEX,"3117-291785-70018",6,20.35,122.10,Incredible Wooden Computer,2022-04-13,19:20:39
429166,Emard DVM,Sports & Industrial,"455-93-7430",Agnes O'Hara,Male,"186 Aracely Divide",West Juwan,MI,56420,EWallet,"1AimKk98UACw2J5vNYRHgQcJ69YzsE6hP5",9,54.12,487.08,Sleek Granite Car,2022-02-27,11:39:30
431708,Witting DVM,"Tools, Baby & Movies","339-61-6094",Patricia Zboncak PhD,Male,"329 Labadie Turnpike",West Violaville,AL,87994,AMEX,"3073-536994-55308",7,37.14,259.98,Sleek Rubber Hat,2022-02-03,17:49:12
432745,Corkery Sr.,Books,"763-56-9194",Peggie Prohaska,Male,"26770 Brown Square",Port Ricardoland,NM,62149,MasterCard,"5369-1921-7563-4341",5,41.18,205.90,Awesome Wooden Chair,2022-02-17,07:00:14
433045,Kub-Stroman,Home,"238-26-3515",Morton Schoen,Female,"2338 Lesch Radial",Port Hallie,IN,39535,Cash,"",8,86.08,688.64,Intelligent Rubber Table,2022-05-06,03:36:20
437705,Kub-Stroman,Health,"491-81-4374",Ms. Birdie McClure,Male,"997 Bobbie Vista",Gutmannchester,SD,45386,Visa,"4084-2171-4058-7138",6,53.02,318.12,Sleek Steel Shirt,2022-03-22,11:56:13
445259,Hilll-Rolfson,"Shoes, Clothing & Computers","819-25-9960",Kenyon O'Conner,Female,"7210 Flatley Plains",Waelchibury,PA,28642,AMEX,"3856-716208-28148",5,13.73,68.65,Sleek Cotton Gloves,2022-05-11,20:57:14
446008,Howell-Mraz,Home,"724-28-2145",Ms. Jayme Dare,Male,"602 Ella Lodge",Florineborough,DE,65208,EWallet,"1L6AAk9sFLHXXryu9HZCLsw5TirzK5U4sS",7,76.87,538.09,Incredible Granite Car,2022-04-18,23:03:34
447675,Bergstrom-Senger,"Games, Books & Clothing","554-96-6506",Jayda Koch,Male,"617 Brown Mount",Kilbackhaven,SC,78135,MasterCard,"5727-8703-9464-7567",2,91.89,183.78,Practical Cotton Chair,2022-04-01,15:26:08
449205,Emard DVM,Toys,"626-30-1032",Madeline Predovic I,Male,"63460 Ova Oval",South Arch,RI,22504,Visa,"4696-6969-9663-8979",4,20.99,83.96,Awesome Rubber Pants,2022-04-13,04:24:23
449724,Hilll-Rolfson,Music & Jewelery,"756-87-1610",Selina Lynch,Male,"360 Mohr Islands",Juliaton,MI,44308,Visa,"4230-3522-8700-7089",7,75.13,525.91,Gorgeous Plastic Shirt,2022-04-12,00:08:35
451268,Emard DVM,"Industrial, Toys & Shoes","148-54-6183",Jairo Swaniawski,Male,"43669 Amira Stravenue",East Alfonzotown,UT,78308,Cash,"",2,17.06,34.12,Small Steel Table,2022-02-12,04:06:34
470120,Corkery Sr.,"Outdoors, Music & Kids","354-84-7110",Austyn Haag,Male,"7616 Nelle Creek",Emelietown,NM,64002,MasterCard,"5596-4629-7559-5073",1,51.87,51.87,Incredible Concrete Table,2022-02-18,13:21:54
470535,Corkery Sr.,Tools,"821-79-4799",Estella Olson,Male,"747 Gennaro Turnpike",Timmytown,ME,59332,EWallet,"1MYk7W96za6b8XbXJaDtJeeMCGGVxi8F1Q",2,87.26,174.52,Awesome Concrete Shoes,2021-11-29,23:51:26
471048,Kub-Stroman,Beauty & Toys,"836-17-2813",Bret Balistreri DDS,Female,"12416 Wilhelmine Underpass",Reichelport,OK,59762,Visa,"4565-4386-8107-5050",2,92.81,185.62,Intelligent Concrete Shoes,2022-03-20,23:29:39
477134,Pollich-Klocko,Games & Movies,"801-61-2216",Alex Blanda,Male,"944 Xzavier Islands",Lizafort,WA,96930,AMEX,"3246-299177-63848",7,94.75,663.25,Rustic Concrete Table,2021-08-01,02:15:47
477413,Hilll-Rolfson,Garden,"892-89-2326",Miss Janelle Cormier,Female,"57394 Akeem Walk",Port Franciscostad,TX,12826,Visa,"4150-2531-9887-5741",6,96.67,580.02,Awesome Plastic Pants,2022-04-03,07:10:27
479194,"Kutch, Hartmann and Runolfsdottir",Automotive,"214-69-4648",Mrs. Adolph Weissnat,Female,"559 Ericka Shoals",Port Yadiraville,KY,27209,MasterCard,"5548-3225-2221-6571",9,82.70,744.30,Gorgeous Granite Computer,2022-04-19,01:51:01
479310,Kub-Stroman,"Beauty, Computers & Tools","139-49-2774",Coleman Kuhn,Male,"757 Johann Fall",West Kayliemouth,MT,29097,MasterCard,"5940-8292-6318-8679",10,81.24,812.40,Rustic Plastic Chair,2021-12-10,09:36:28
480599,Bergstrom-Senger,Industrial & Toys,"811-97-3293",Cyrus Fadel II,Male,"612 Dangelo Point",New Abrahamstad,HI,55671,Cash,"",7,61.14,427.98,Rustic Steel Gloves,2022-01-09,06:43:54
485908,Kub-Stroman,"Tools, Shoes & Baby","893-13-2427",Sedrick O'Connell,Male,"434 Ilene Mountain",West Graciela,WA,52725,Visa,"4687-7038-4664-1472",6,26.51,159.06,Gorgeous Cotton Chair,2022-05-21,11:24:35
487453,Kub-Stroman,Toys & Home,"939-83-8377",Bradley Lakin,Male,"4312 Alfredo Squares",Kittyville,CA,98627,AMEX,"3491-732668-91025",2,63.59,127.18,Incredible Wooden Chair,2022-05-17,19:19:21
488433,"Kutch, Hartmann and Runolfsdottir",Outdoors & Books,"388-43-4457",Teresa Satterfield,Female,"455 Polly Corner",East Eryntown,MT,43317,Visa,"4659-4792-2876-5140",7,74.93,524.51,Practical Plastic Shirt,2022-04-30,22:26:32
491678,Pollich-Klocko,"Electronics, Beauty & Automotive","660-72-5959",Marquis Bergstrom,Female,"986 Turcotte Shore",West Courtney,DE,60652,MasterCard,"5621-5683-8412-4056",6,22.27,133.62,Small Steel Shirt,2022-03-18,09:24:15
492555,Corkery Sr.,Clothing & Jewelery,"915-54-2131",Gunnar Boyle,Female,"4764 McKenzie Neck",Brendonborough,RI,38073,Visa,"4308-5881-5049-5590",10,33.58,335.80,Ergonomic Wooden Shirt,2022-05-20,15:50:26
494819,Hilll-Rolfson,"Outdoors, Kids & Electronics","938-70-1670",Toney Lynch,Male,"26553 Ebert Groves",South Pinkie,GA,42151,Visa,"4345-6825-4904-7701",2,81.74,163.48,Intelligent Rubber Car,2022-05-19,17:42:00
498795,Howell-Mraz,Kids & Garden,"618-63-1768",Alaina Kihn,Male,"765 Aufderhar Common",Nitzschebury,KY,41770,Cash,"",10,84.93,849.30,Rustic Concrete Pants,2021-12-27,03:33:53
500903,"Kutch, Hartmann and Runolfsdottir","Home, Shoes & Kids","225-73-6698",Nola Heller,Female,"785 Hessel Highway",North Abrahammouth,IA,93170,Cash,"",3,36.16,108.48,Small Wooden Hat,2022-05-14,19:27:41
504159,Corkery Sr.,Electronics,"134-56-5764",Daisy Roob III,Male,"7669 Watsica Lakes",Emmittville,KS,59146,MasterCard,"5221-8914-7350-4159",2,80.62,161.24,Sleek Granite Pants,2022-03-10,22:53:29
505972,Bergstrom-Senger,"Computers, Industrial & Baby","844-95-2627",Weston McGlynn,Female,"93278 Amie Falls",Lake Anibal,NJ,92040,Visa,"4925-7050-5805-2208",10,41.91,419.10,Ergonomic Cotton Shirt,2021-09-01,05:03:09
506514,Pollich-Klocko,"Baby, Computers & Jewelery","263-38-6301",Monique Rolfson,Female,"43471 Wiza Stravenue",Cullenbury,TN,10404,AMEX,"3086-203758-19636",6,94.48,566.88,Incredible Plastic Computer,2022-05-06,19:20:56
508197,Pollich-Klocko,Sports,"474-79-4929",Mr. Viva Rath,Female,"607 Maude Haven",Welchstad,CT,97573,AMEX,"3689-355460-11856",7,94.18,659.26,Fantastic Concrete Table,2022-05-23,02:44:20
508893,Kub-Stroman,Grocery,"524-82-4837",Jairo Cassin,Male,"618 Annette Greens",Vestaland,MI,97784,Visa,"4231-5294-4456-6034",1,28.80,28.80,Sleek Rubber Shirt,2022-03-15,00:35:00
512534,Hilll-Rolfson,"Books, Outdoors & Clothing","870-28-8913",Isabella Olson III,Female,"7222 Morris Ports",North Berthaville,OR,64650,MasterCard,"5762-4327-9106-8472",2,41.83,83.66,Awesome Rubber Hat,2021-12-21,01:24:57
514454,Pollich-Klocko,Home & Sports,"314-11-1476",Dr. Daphney Gulgowski,Female,"457 Lucinda Via",New Ryleeburgh,MS,67259,MasterCard,"5070-6331-6415-1382",9,53.03,477.27,Awesome Cotton Shoes,2022-01-30,13:08:25
515252,Pollich-Klocko,Books,"869-77-4434",Patrick Spinka,Female,"250 Catherine Street",Deeshire,WI,49042,AMEX,"3309-746053-27913",3,4.71,14.13,Fantastic Steel Shoes,2022-01-11,08:22:46
521068,Kub-Stroman,Home,"924-12-6671",Benny Marks,Female,"705 Keanu Ford",Caseychester,VT,90138,MasterCard,"5468-6683-2347-6275",3,66.68,200.04,Gorgeous Plastic Hat,2021-11-04,07:40:05
523029,Bergstrom-Senger,Shoes,"633-99-7681",Titus Bartoletti,Female,"4247 Windler Shores",Federicoland,SC,81552,EWallet,"1NFRFMQMEduCdYhZ3ssziQXUF1nXkY1KrL",1,29.58,29.58,Ergonomic Rubber Pants,2021-09-21,23:51:45
524433,Emard DVM,"Health, Music & Jewelery","457-58-6831",Brad Cormier,Female,"626 Maureen Center",Schaeferland,SC,28096,AMEX,"3294-180988-98707",3,72.36,217.08,Small Concrete Table,2022-01-24,06:17:34
525817,Howell-Mraz,Beauty,"904-82-4115",Marilie Howell,Male,"903 Mariano Freeway",South Carmine,CT,37144,Cash,"",7,99.76,698.32,Incredible Plastic Pants,2022-04-18,05:12:17
527008,Witting DVM,Jewelery,"609-86-1404",Kamron Corkery,Male,"981 Greenfelder Stravenue",South Horace,CA,32629,EWallet,"16gdxKLniucgwdRbkUsQbnp8GRDZw64bYS",5,89.09,445.45,Ergonomic Concrete Shoes,2021-10-22,04:35:02
531487,Witting DVM,Kids,"254-14-8467",Francesco O'Conner,Female,"61643 Emard Plains",West Jaquelin,WV,19126,AMEX,"3821-595603-97912",7,17.14,119.98,Practical Cotton Gloves,2022-03-22,18:33:23
532202,"Kutch, Hartmann and Runolfsdottir",Jewelery & Home,"650-77-5084",Ernesto Feest,Female,"49752 Franecki Forks",West Yadira,NJ,21512,MasterCard,"5308-2967-3939-8078",6,41.37,248.22,Small Rubber Shirt,2022-03-03,18:34:41
532721,Corkery Sr.,Computers,"731-35-8001",Ezekiel Kessler,Female,"469 Hahn Walk",Howefurt,AK,53653,Visa,"4358-4250-3431-3645",10,74.96,749.60,Small Rubber Hat,2022-05-06,16:43:06
533064,Kub-Stroman,Movies,"533-75-4960",Stefanie McClure,Male,"474 Quinten Lake",Baronmouth,ID,28353,MasterCard,"5810-5984-7987-7332",9,72.22,649.98,Incredible Granite Computer,2022-03-20,14:20:42
535415,Howell-Mraz,Clothing & Baby,"231-51-9401",Helena Reynolds,Female,"7593 Madaline Village",Port Faustino,PA,92933,AMEX,"3205-300915-90093",9,77.32,695.88,Awesome Steel Pants,2022-01-04,19:00:18
535973,Pollich-Klocko,"Baby, Health & Industrial","432-94-1113",Mr. Cecile Daniel,Female,"869 Jalyn Springs",Shieldsland,IA,53059,AMEX,"3332-483274-13189",2,31.59,63.18,Ergonomic Concrete Table,2021-11-10,19:40:10
540468,Pollich-Klocko,"Tools, Electronics & Clothing","184-51-8855",Francisca Botsford,Male,"67409 Alize Manors",Port Loy,AL,76229,Visa,"4632-3274-1560-7987",8,48.50,388.00,Small Wooden Shoes,2022-02-04,09:22:36
540939,Mueller II,Tools,"573-85-9420",Dr. Tina Kshlerin,Female,"6078 Rosenbaum Coves",Mosesfort,NH,93669,AMEX,"3561-429822-98707",7,44.94,314.58,Small Wooden Chair,2022-03-31,16:29:59
542890,Corkery Sr.,Beauty & Automotive,"457-72-8461",Augustine Macejkovic,Female,"89157 Gottlieb Haven",Brakusberg,AZ,95317,MasterCard,"5997-5819-2703-2670",5,57.04,285.20,Intelligent Cotton Pants,2022-04-27,23:10:41
548406,Bergstrom-Senger,"Automotive, Health & Tools","452-91-8861",Mrs. Jacinthe Strosin,Male,"188 Klocko Pass",North Abe,TN,78104,AMEX,"3291-344830-93890",10,49.61,496.10,Sleek Cotton Shirt,2022-02-09,02:04:02
551785,Bergstrom-Senger,Jewelery & Movies,"404-90-4054",Dr. Reilly Mertz,Male,"603 Yost Run",North Marlonview,TX,82303,Visa,"4056-1038-8459-2979",4,23.56,94.24,Ergonomic Rubber Table,2022-02-03,23:32:18
554956,Witting DVM,Games,"899-16-4964",Shaylee Tremblay,Male,"676 Gretchen Glens",Port Tess,MS,71617,AMEX,"3396-403526-45212",6,67.16,402.96,Incredible Concrete Pants,2022-03-14,19:09:40
556729,Kub-Stroman,Movies,"639-44-9044",Kelley Zboncak,Female,"6831 Daugherty Gardens",Daughertyberg,SC,94369,AMEX,"3495-522659-71203",4,31.08,124.32,Practical Cotton Shoes,2022-03-16,00:45:29
558177,Kub-Stroman,"Industrial, Home & Jewelery","259-86-5803",Cheyanne Crooks,Male,"91011 Hartmann Station",Nicolasside,UT,34676,Visa,"4803-1102-7427-2881",1,62.04,62.04,Intelligent Steel Chair,2022-02-12,12:39:25
560376,Hilll-Rolfson,"Toys, Books & Shoes","720-81-7653",Arlie Howell PhD,Male,"44977 Cyrus Via",Stacymouth,NJ,71032,Cash,"",10,98.48,984.80,Gorgeous Concrete Gloves,2022-02-04,18:29:26
562296,Emard DVM,"Baby, Sports & Movies","945-21-3398",Dr. Ana Flatley,Female,"95513 Pagac Glens",Armstrongshire,KS,79394,Cash,"",5,15.69,78.45,Fantastic Plastic Hat,2021-08-07,10:50:52
562460,Mueller II,"Jewelery, Games & Tools","375-33-1399",Ms. Lenore Murray,Female,"647 Glover Garden",Romagueraberg,WV,15175,EWallet,"1CFuxGFUMwiorLKeFfRV5eqjhUCEDyHg41",5,32.04,160.20,Incredible Steel Shoes,2022-05-21,01:03:48
564214,Witting DVM,Games & Baby,"793-64-1364",Miss Elwyn Krajcik,Male,"1818 Juwan Ramp",West Forest,AL,80820,MasterCard,"5010-6426-2698-2441",4,87.38,349.52,Rustic Rubber Pants,2022-03-16,01:50:52
564660,Pollich-Klocko,Automotive,"274-88-7969",Maryse Stamm,Female,"64110 Borer Common",South Yasmineville,NC,35830,EWallet,"1MKdvEQDWUq8wY9JiMjRC9pCW3oTVSkcgg",7,81.78,572.46,Rustic Cotton Gloves,2022-02-19,01:23:22
567396,Mueller II,"Beauty, Movies & Baby","216-22-9979",Meta Hand IV,Female,"2029 Halvorson Vista",South Gilbert,VA,82861,Cash,"",4,5.57,22.28,Awesome Rubber Chair,2022-01-05,19:48:47
567936,Corkery Sr.,"Sports, Clothing & Jewelery","762-14-6122",Germaine Bernier DDS,Male,"5789 Haley Ways",Hoppeville,WY,90867,Visa,"4742-5913-4012-5854",6,49.11,294.66,Rustic Steel Table,2022-05-17,03:25:34
570135,Howell-Mraz,Baby & Home,"104-18-6760",Elva Funk,Male,"92759 Idella Mills",McClureview,LA,56936,MasterCard,"5170-1653-4255-8665",9,48.19,433.71,Awesome Plastic Table,2022-02-03,12:50:32
573281,Kub-Stroman,"Computers, Toys & Outdoors","672-36-4044",Stewart White,Male,"4258 Arno Unions",East Braulio,MT,77348,Cash,"",5,87.48,437.40,Practical Steel Shoes,2022-05-13,05:16:53
575890,Howell-Mraz,Garden & Industrial,"201-58-8579",Winnifred Morar,Male,"17541 Georgiana Brook",Port Agnes,IN,92517,AMEX,"3161-402264-18021",8,6.19,49.52,Gorgeous Plastic Shoes,2021-12-21,00:45:16
577450,Witting DVM,Shoes,"319-85-4663",Dorothy Klein,Male,"9566 Krajcik Brook",Cassinport,MA,97099,Cash,"",7,74.52,521.64,Awesome Plastic Computer,2022-01-04,11:52:10
578965,Witting DVM,"Outdoors, Movies & Electronics","620-47-2419",Lilyan Wiza I,Male,"22575 Senger Highway",Remingtonville,WY,35737,Cash,"",1,54.89,54.89,Sleek Concrete Car,2021-12-19,23:53:29
579757,Mueller II,"Sports, Movies & Baby","233-59-2217",Mrs. Abner Parisian,Male,"131 Amya Walks",New Kenna,LA,27742,MasterCard,"5311-1664-3523-3088",6,30.88,185.28,Sleek Cotton Car,2021-12-21,06:39:10
581367,Pollich-Klocko,Industrial & Garden,"643-11-1060",Eve Baumbach,Male,"1381 Yost Gateway",New Ladariusville,MA,33718,AMEX,"3071-415239-68407",4,56.58,226.32,Intelligent Plastic Shirt,2022-04-25,18:36:09
581779,Witting DVM,Home,"487-31-3042",Mrs. Rosanna Davis,Female,"7773 Feil Glen",Abdielfurt,SD,47377,Visa,"4193-7246-2289-4149",4,40.40,161.60,Ergonomic Steel Shirt,2022-01-29,07:22:40
582716,Kub-Stroman,Electronics & Music,"237-16-6408",Austin Williamson,Female,"98124 Devin Causeway",Stokeschester,DE,30162,MasterCard,"5549-2520-7173-9720",1,15.50,15.50,Awesome Steel Car,2022-05-10,23:24:46
584577,Bergstrom-Senger,Beauty & Sports,"934-32-1113",Miss Trenton McGlynn,Female,"46551 Shana Island",Lake Budmouth,ME,17588,AMEX,"3594-437306-98007",9,90.64,815.76,Ergonomic Concrete Hat,2022-04-09,21:02:41
585610,Corkery Sr.,"Tools, Garden & Kids","414-96-2533",Adah Batz,Male,"825 Fadel Plaza",Lake Reymundo,SC,73169,Cash,"",5,38.29,191.45,Ergonomic Steel Chair,2022-02-13,04:30:37
589716,"Kutch, Hartmann and Runolfsdottir","Clothing, Beauty & Computers","953-90-7943",Mr. Kenny Ullrich,Male,"576 Edna Mountains",Port Eliasport,VT,80021,MasterCard,"5895-4529-7882-3989",6,82.07,492.42,Awesome Plastic Car,2022-01-27,13:27:16
590032,Bergstrom-Senger,"Sports, Jewelery & Automotive","593-96-7595",Dawn Graham,Female,"13414 McDermott Pass",North Laila,VT,15924,AMEX,"3337-105237-91899",7,8.37,58.59,Ergonomic Wooden Computer,2022-05-20,10:05:12
590740,"Kutch, Hartmann and Runolfsdottir","Music, Garden & Games","112-93-8935",Dereck Schamberger,Female,"95155 Mckayla Prairie",Lake Wyattfurt,FL,93245,Visa,"4919-8680-8371-8836",3,14.04,42.12,Practical Cotton Shoes,2022-05-06,09:49:29
592525,Emard DVM,"Industrial, Beauty & Jewelery","556-70-3080",Ernie Stanton,Female,"8604 Howell Forest",North Julius,CT,88634,Cash,"",7,75.47,528.29,Rustic Steel Gloves,2022-04-23,12:19:22
594401,Corkery Sr.,Sports & Games,"150-20-7495",Jasen Stark,Female,"6733 Laurie Ways",East Pierce,AL,59927,EWallet,"1MkgqTXzL14RwYRHVK8TZWg7GhATMBqMU1",5,2.62,13.10,Gorgeous Cotton Table,2022-04-11,03:09:26
595598,Bergstrom-Senger,Books,"507-48-6192",Mrs. Rosemary Kuhic,Female,"95204 Penelope Via",Kulasfurt,HI,70525,EWallet,"12qzcYLJqSDeZbT9XqgKvKj4qZEL9nkayt",3,60.23,180.69,Practical Rubber Pants,2022-03-15,22:39:47
603957,Witting DVM,Movies,"424-96-8661",Joannie Swift,Male,"707 Alexandria Burgs",Lexitown,VT,40411,Cash,"",2,21.79,43.58,Rustic Steel Shirt,2022-03-13,11:07:51
