InvoiceId,Date,hard drive,Time,Department,City,Quantity,State,Product,CustomerName,Store,Address,Total,protocol,PaymentType,driver,PostalCode,Gender,monitor,ProductPrice,port
858827,"4-26-2021",false,"23:21:15","Electronics","South Elinorborough",5,"NH","Rustic Granite Gloves","Mr. Imani Pfeffer","Parisian, Wolff and Gorczany","12143 Halvorson Drives",437.35,65.47,"MasterCard",false,79604,"Female",64.59,87.47,"pixel"
279067,"8-12-2021",40.26,"9:26:23","Games, Jewelery & Clothing","Port Mac",1,"NH","Small Concrete Chair","August Bechtelar","Larkin-McClure","9059 Larson Drives",58.22,83.43,"Visa",33.29,33533,"Female","synthesizing",58.22,"hacking"
299187,"8-6-2021",false,"5:10:30","Baby","North Aglae",3,"IA","Rustic Cotton Computer","Raina Franecki","Considine PhD","34388 Robel Estates",224.91,6764316,"EWallet","quantifying",46230,"Male",70.68,74.97,"programming"
925175,"8-28-2021",true,"18:57:31","Industrial & Clothing","Charlottemouth",9,"FL","Practical Cotton Chair","Tania Wyman","Auer V","220 Lesch Ridges",408.51,"navigate","AMEX","driver",66012,"Male",652966,45.39,3856017
112553,"9-29-2021",false,"13:22:23","Sports","Lebsackborough",7,"OH","Rustic Wooden Shoes","Miss Marcelina Nienow","Kuphal, Spencer and Blanda","83538 Augustus Plain",349.37,true,"MasterCard",2842892,39371,"Female",4763578,49.91,"protocol"
116498,"10-24-2021",86.33,"9:53:45","Garden, Kids & Clothing","New Austynberg",10,"LA","Rustic Concrete Table","Keven Johns","Wiegand-Tillman","664 Johnston Street",741.30,56.42,"MasterCard",true,75056,"Female",54.73,74.13,true
286196,"10-14-2021",false,"14:19:52","Grocery","South Elvis",4,"NC","Awesome Wooden Shirt","Tierra Graham","Kshlerin DDS","212 Terrance Corner",59.12,true,"Cash",87.25,63687,"Female",23.22,14.78,true
692516,"10-23-2021",62.07,"7:8:45","Baby","Henrymouth",5,"NY","Sleek Rubber Table","Rowan Crona","McClure, Block and Franecki","9160 Daugherty Camp",388.10,false,"EWallet","parse",88338,"Male",true,77.62,41.41
676148,"9-29-2021",3942038,"2:8:51","Sports & Health","West Claud",8,"WA","Fantastic Wooden Shirt","Johanna Dicki","Kuphal, Spencer and Blanda","8908 Hamill Mall",788.80,63.12,"EWallet",7684913,90661,"Female",49.67,98.60,"hard drive"
356685,"6-10-2021",false,"23:0:4","Music, Automotive & Baby","Coltontown",7,"SD","Intelligent Wooden Chair","Rollin Nader","Parisian, Wolff and Gorczany","38265 Rudolph Valleys",56.84,77.66,"AMEX",7310856,63991,"Female",8153362,8.12,false
417347,"10-24-2021",true,"19:0:16","Automotive, Sports & Clothing","Lake Majorfurt",6,"GA","Rustic Wooden Chair","Justina Heathcote","Auer V","47800 Bulah Throughway",228.00,"port","Visa",3713379,11393,"Male","GB",38.00,7453009
950857,"7-16-2021",5712535,"6:2:9","Beauty & Kids","Scottiemouth",7,"VT","Rustic Steel Hat","Jillian Gleichner","Kuphal, Spencer and Blanda","404 Stiedemann Mills",22.19,4979565,"Cash","wireless",71408,"Female",true,3.17,5826538
265025,"8-18-2021",79.27,"13:57:11","Electronics","Lake Marge",2,"OH","Rustic Plastic Gloves","Angus Sawayn","Armstrong, Strosin and Altenwerth","6833 Cremin Square",78.52,false,"Cash",true,59378,"Female",false,39.26,3190125
914053,"10-15-2021",47.78,"21:39:7","Sports","East Sheilaberg",4,"MA","Small Wooden Pants","Larissa Barrows","Lakin, O'Connell and Monahan","82118 Larissa Well",5.00,90.54,"AMEX",true,90789,"Male",8668995,1.25,"generating"
701508,"7-5-2021","parsing","9:40:49","Tools & Movies","Port Keyonstad",2,"RI","Incredible Steel Table","Buddy Schumm","Considine PhD","83408 Jaskolski Squares",167.22,1219337,"Visa",82.11,19431,"Female",false,83.61,true
683152,"9-16-2021",false,"19:2:21","Baby, Computers & Home","Lake Taraside",6,"OK","Intelligent Cotton Shoes","Dr. Uriah West","Kshlerin DDS","829 Barton Summit",586.74,36.31,"AMEX",86.75,81385,"Female",false,97.79,85.01
731333,"8-18-2021",true,"2:52:29","Kids","Lake Angeloview",10,"AK","Ergonomic Plastic Pants","Miss Heloise Becker","Larkin-McClure","41400 Bogisich Divide",639.00,1476440,"AMEX","THX",80796,"Male",false,63.90,5806856
713033,"10-12-2021",false,"11:1:49","Automotive & Grocery","North Babyburgh",5,"OK","Intelligent Rubber Chair","Mr. Kennith Keebler","McClure, Block and Franecki","7928 Ona Knolls",265.40,"interface","Cash",2046698,84249,"Male",85.70,53.08,"port"
438924,"9-3-2021","driver","4:31:37","Games, Movies & Tools","West Jayme",10,"PA","Small Wooden Hat","Bernard Welch DDS","Armstrong, Strosin and Altenwerth","3062 Turcotte Mission",487.30,2847829,"Visa",6565270,19462,"Male","bus",48.73,23.08
605701,"6-27-2021",2381116,"6:6:40","Books & Toys","Celialand",5,"TN","Sleek Plastic Computer","Assunta Bayer","Auer V","4209 Gleason Oval",89.90,7299464,"AMEX","wireless",72572,"Female",1832515,17.98,"compress"
860447,"9-4-2021",3204883,"8:27:47","Home","Mariamtown",5,"NM","Intelligent Steel Table","Vanessa Johns","McClure, Block and Franecki","2913 Borer Estates",345.75,"synthesize","AMEX",86.04,52306,"Male",5776702,69.15,3784844
450406,"8-2-2021","reboot","21:34:44","Outdoors & Computers","Lake Jaunitaview",9,"AR","Incredible Rubber Car","Merle Grimes","Armstrong, Strosin and Altenwerth","7546 Laverne Haven",859.59,7283815,"AMEX",54.56,11300,"Male","parse",95.51,true
293561,"7-23-2021",true,"18:14:13","Garden & Music","Blandaport",10,"PA","Rustic Steel Pants","Tessie Welch DVM","Armstrong, Strosin and Altenwerth","4417 Torphy Meadows",611.80,59.49,"MasterCard",82.55,91226,"Male","parse",61.18,"override"
210795,"8-10-2021",21.74,"9:58:54","Garden & Automotive","Port Athenaberg",10,"VT","Ergonomic Steel Computer","Osvaldo Mertz Jr.","Armstrong, Strosin and Altenwerth","3752 Greenfelder Valleys",522.90,true,"Visa","indexing",93805,"Female",true,52.29,13.80
406183,"9-30-2021",9316880,"0:14:13","Garden, Grocery & Health","New Rhett",4,"KY","Incredible Rubber Pants","Callie Howe","Wiegand-Tillman","77039 Abner Cove",391.04,"auxiliary","EWallet",95.80,98410,"Male",true,97.76,"driver"
274140,"9-27-2021",6650289,"12:22:34","Shoes & Health","Westmouth",10,"GA","Fantastic Rubber Hat","Florida Mosciski","Lakin, O'Connell and Monahan","590 Grady Branch",520.90,true,"MasterCard","bypassing",98949,"Female",false,52.09,23.29
252184,"9-11-2021","application","2:1:47","Home & Movies","Charlottetown",4,"OH","Small Granite Gloves","Mr. Hanna Gislason","Armstrong, Strosin and Altenwerth","4139 Barrows Cape",273.56,false,"MasterCard",1926607,34924,"Female",7941576,68.39,"wireless"
190613,"7-22-2021",8018470,"15:43:57","Tools & Computers","North Keeleyburgh",10,"CO","Awesome Granite Computer","Mr. Madilyn Weissnat","McClure, Block and Franecki","74961 Schmitt Club",232.60,"reboot","Cash",true,53588,"Female",9413202,23.26,"JSON"
211475,"6-27-2021",true,"1:20:52","Baby & Garden","West Jadynmouth",3,"AL","Intelligent Concrete Hat","Miss Elijah Lesch","Kuphal, Spencer and Blanda","9695 Aufderhar Park",257.37,7228604,"Visa",true,45914,"Male",true,85.79,"programming"
191066,"6-3-2021",5566907,"17:43:4","Books, Kids & Sports","New Andyfort",8,"NE","Fantastic Rubber Pants","Dr. Jaeden Kuphal","Parisian, Wolff and Gorczany","8052 Thompson Junction",180.08,false,"Cash",true,41378,"Female",1509488,22.51,false
675045,"3-25-2021",false,"4:49:14","Beauty & Grocery","New Francesca",1,"VA","Rustic Plastic Computer","Earnestine Deckow III","Considine PhD","6371 Reyna Lights",74.86,91.07,"MasterCard",3326522,45227,"Male",50.48,74.86,true
584159,"7-13-2021",63.11,"15:21:31","Outdoors, Computers & Books","Port Birdieberg",1,"MN","Small Granite Chair","Jaden Lakin","Kshlerin DDS","8193 Konopelski Pines",35.50,true,"Cash","monitor",96805,"Male",94.33,35.50,15.43
954674,"3-29-2021","compressing","12:15:27","Books, Clothing & Electronics","Medhurstfurt",6,"AL","Intelligent Concrete Gloves","Ashlee Johns II","Kuphal, Spencer and Blanda","9800 Trudie Common",74.52,37.62,"MasterCard","1080p",62789,"Male",7492460,12.42,5127210
668135,"10-16-2021",true,"0:42:43","Books & Shoes","East Corbinburgh",3,"TN","Practical Steel Chair","Roderick Berge","Considine PhD","19650 Roob Vista",125.82,4643302,"Visa",74.67,76239,"Male",3998016,41.94,"transmit"
126573,"9-5-2021",82.96,"15:25:4","Music & Games","Rolfsonport",7,"MT","Rustic Cotton Shirt","Lessie Berge","McClure, Block and Franecki","6441 Skiles Route",386.96,8882216,"Cash",true,20638,"Female",6337811,55.28,"wireless"
164342,"10-9-2021",27.78,"7:10:11","Music & Outdoors","South Iliana",8,"OH","Rustic Plastic Gloves","Ricky Boyer Sr.","Considine PhD","380 Terry Parkway",56.40,"transmit","AMEX",true,24574,"Male","monitor",7.05,true
779235,"10-24-2021",29.10,"2:15:49","Kids & Electronics","New Reina",4,"NH","Sleek Plastic Shirt","Chase Carter","Considine PhD","38629 Bernice Ports",151.04,47591,"MasterCard",35.50,22276,"Male",true,37.76,"program"
940769,"9-13-2021","SQL","6:29:41","Health","East Finn",6,"OH","Incredible Plastic Hat","Lucy Daniel","Kshlerin DDS","57517 Koelpin Village",260.04,true,"EWallet",66.88,26343,"Female",2.43,43.34,false
492928,"3-5-2021",2.18,"12:38:40","Beauty & Tools","Alanfurt",9,"ID","Rustic Wooden Shoes","Dr. Elton Breitenberg","Larkin-McClure","322 Annamarie Mountain",783.90,72.12,"Visa","override",84096,"Male",6049535,87.10,94.78
255067,"8-20-2021",true,"7:50:59","Games","North Marctown",6,"NC","Awesome Granite Computer","Miss Lori Casper","Armstrong, Strosin and Altenwerth","2957 Kayleigh Turnpike",9.84,true,"EWallet",79.30,81581,"Male",2.76,1.64,false
236234,"4-27-2021",15.38,"12:46:44","Clothing","Hesselview",3,"TN","Gorgeous Granite Shirt","Alanna Bartell","Armstrong, Strosin and Altenwerth","1459 Kshlerin Road",278.67,"protocol","EWallet","connect",10783,"Male",true,92.89,true
522595,"10-1-2021",7876084,"7:41:44","Computers & Kids","Veldahaven",6,"TN","Intelligent Wooden Car","Miss Donato Will","Wiegand-Tillman","12511 Bergstrom Spur",296.52,6888062,"MasterCard",9324017,13137,"Male","driver",49.42,"programming"
997789,"7-2-2021",1097807,"16:25:18","Sports & Home","East Lizzie",5,"RI","Small Steel Pants","Jeremie Thiel","McClure, Block and Franecki","197 Dickens Shores",99.60,7409983,"AMEX","transmit",91172,"Male",true,19.92,"card"
469510,"3-7-2021",false,"14:34:55","Industrial","Port Connieshire",5,"WA","Small Concrete Hat","Sydnee Hackett","McClure, Block and Franecki","40737 Renner Cliff",272.90,false,"MasterCard",651753,97115,"Male",9460351,54.58,74.46
723681,"9-21-2021","JBOD","15:20:6","Music","Spinkaton",4,"FL","Incredible Wooden Gloves","Marianne Russel","Armstrong, Strosin and Altenwerth","714 Smith Loaf",109.12,"program","Cash",20.80,97370,"Male",83.35,27.28,19.72
687783,"8-14-2021",false,"11:53:14","Baby","Port Loyburgh",10,"SC","Ergonomic Rubber Hat","Maybelle Prohaska","Kshlerin DDS","9893 Boyer Parkways",813.40,true,"MasterCard",88.50,12760,"Female",24.08,81.34,true
648350,"8-9-2021",19.14,"23:38:55","Shoes, Books & Health","East Elmerport",2,"KY","Incredible Granite Shoes","Juwan Grimes","Parisian, Wolff and Gorczany","1994 Parker Track",44.90,true,"Cash",3129455,20029,"Male","compress",22.45,true
908314,"8-12-2021",6895860,"0:48:8","Garden","Hauckside",6,"LA","Gorgeous Wooden Shoes","Lucius Littel","Larkin-McClure","705 Armstrong Burgs",59.22,"navigate","Visa",5691969,26306,"Female",6294688,9.87,"back up"
588474,"6-29-2021",4061644,"9:54:46","Books","West Edythe",7,"HI","Small Wooden Car","Kaylee Hermiston","Considine PhD","76775 Rosenbaum Lakes",498.19,"IB","Cash",true,26435,"Male","back up",71.17,4504682
208091,"5-30-2021",65.49,"15:41:55","Toys & Music","Laurianneport",5,"GA","Practical Cotton Car","Erick Schumm","Parisian, Wolff and Gorczany","6173 Mante Grove",240.55,2580147,"Cash","IB",15434,"Female","haptic",48.11,true
908502,"5-27-2021",true,"18:55:27","Outdoors, Automotive & Baby","New Tyreekburgh",7,"PA","Intelligent Plastic Table","Susan Von","Parisian, Wolff and Gorczany","2566 Jaquelin Stream",1.61,true,"MasterCard",false,23069,"Female",true,0.23,5397066
496876,"9-19-2021",9347585,"4:8:42","Shoes","Naderchester",9,"PA","Gorgeous Rubber Car","Lucy Gibson","Kuphal, Spencer and Blanda","202 Myah Trail",260.37,54.73,"Cash","online",82382,"Male",41.35,28.93,true
347564,"4-30-2021",52.75,"7:44:46","Automotive, Electronics & Health","Carolynland",10,"ND","Incredible Concrete Pants","Gussie Roob","Auer V","31200 Zemlak Summit",491.00,true,"Cash",false,92501,"Male",82.23,49.10,5.12
626452,"10-22-2021",false,"21:43:34","Movies","New Mireya",4,"CT","Small Wooden Shoes","Kevon Morissette","Kshlerin DDS","765 Elsa Knoll",253.16,false,"Visa",true,10234,"Female",false,63.29,true
334217,"9-22-2021","GB","20:34:44","Music & Jewelery","Benjamintown",5,"ID","Ergonomic Granite Chair","Vicky Gottlieb","Considine PhD","200 Crist Expressway",234.35,true,"AMEX",7069054,45627,"Male",6114742,46.87,"XSS"
372740,"10-21-2021",true,"0:49:13","Outdoors","Kulasberg",6,"WY","Gorgeous Wooden Hat","Noah Hirthe","McClure, Block and Franecki","332 Tremblay Fall",343.92,false,"Cash",1362965,24936,"Male",5482777,57.32,"SMS"
146959,"9-26-2021",72.43,"12:8:30","Beauty & Games","Jadonside",1,"NC","Gorgeous Granite Shirt","Erling Watsica","Kuphal, Spencer and Blanda","772 Zieme Port",19.46,9168729,"AMEX",4683621,25276,"Female","SDD",19.46,"compress"
709812,"9-27-2021","pixel","7:55:52","Clothing","Rogahnview",5,"NM","Small Plastic Gloves","Dr. Dale Dickens","Considine PhD","8170 Wehner Knolls",423.00,82.83,"AMEX",6.32,95063,"Male",true,84.60,"programming"
233338,"7-21-2021","cross-platform","16:29:58","Clothing & Automotive","South Oriontown",2,"WI","Sleek Wooden Computer","Ruth Turcotte","Considine PhD","525 Runte Road",151.60,false,"MasterCard",51.01,67304,"Male",74.48,75.80,3192695
280277,"9-26-2021",486398,"4:56:48","Home & Computers","Lake Alysha",2,"CA","Sleek Wooden Table","Diego Denesik Jr.","Parisian, Wolff and Gorczany","204 Granville Brook",123.00,56.34,"AMEX",18.73,16178,"Male",42.19,61.50,false
724922,"10-13-2021",false,"9:33:9","Clothing & Movies","West Brianamouth",4,"NJ","Practical Cotton Car","Jayne Lynch","Kshlerin DDS","89438 Denesik Flat",126.08,26.82,"Cash",false,99296,"Male",10.29,31.52,73.07
401090,"5-10-2021",false,"2:2:27","Games","Port Niko",7,"FL","Rustic Rubber Chair","Nils Raynor","Parisian, Wolff and Gorczany","52532 Blanda Road",235.62,95.33,"AMEX",false,63735,"Male",1280632,33.66,44.68
546652,"5-7-2021","application","22:28:55","Jewelery, Baby & Outdoors","West Mandyhaven",3,"MO","Practical Cotton Chair","Deja Stracke","Lakin, O'Connell and Monahan","93209 Bins Parks",112.77,9272767,"Cash",7732907,50320,"Female","application",37.59,18.80
726228,"10-2-2021",31.92,"14:28:59","Garden & Tools","North Aiden",7,"IN","Small Plastic Hat","Felicia Champlin DVM","Larkin-McClure","65556 Mike Dam",0.77,"compressing","AMEX",5064945,65655,"Female","open-source",0.11,7765419
909690,"2-17-2021","open-source","8:5:38","Toys, Health & Tools","Lake Ronnyborough",6,"DE","Gorgeous Steel Table","Kim Kessler","Auer V","6907 Russel Lakes",139.50,19.48,"Cash",4072258,73599,"Female",5.34,23.25,"solid state"
217205,"7-6-2021",false,"5:24:59","Computers & Garden","Grahambury",4,"LA","Small Wooden Car","Dorian Carroll","Kuphal, Spencer and Blanda","974 Laney Fords",275.12,7935224,"Visa","synthesizing",18803,"Male",false,68.78,9215441
735525,"2-22-2021","capacitor","6:16:17","Grocery & Outdoors","Kuhlmanland",4,"MI","Small Cotton Chair","Ashlee Jacobs","Parisian, Wolff and Gorczany","4060 Kohler Ford",291.72,"bandwidth","EWallet",true,61996,"Male","indexing",72.93,"RAM"
931505,"8-25-2021","primary","7:1:25","Kids, Industrial & Baby","New Ronny",8,"WA","Practical Rubber Hat","Violet Jast Sr.","Parisian, Wolff and Gorczany","289 Bode Mountains",682.32,"virtual","Visa",39.76,36605,"Female",63.03,85.29,true
371420,"10-11-2021",2.64,"3:12:13","Baby","Gutkowskifurt",1,"CO","Awesome Rubber Table","Nicklaus Schmitt","Kshlerin DDS","87348 Bogan Junctions",58.71,false,"Cash",8.25,82271,"Female",true,58.71,94.46
918679,"8-8-2021",71.14,"9:18:39","Toys & Kids","Everettbury",7,"NC","Ergonomic Cotton Chair","Mr. Louisa Watsica","Wiegand-Tillman","683 Maggio Port",37.03,false,"EWallet","interface",65628,"Female","RSS",5.29,true
343927,"10-25-2021","redundant","9:33:6","Kids & Industrial","Mayertview",8,"AR","Sleek Granite Computer","Brennan McCullough","McClure, Block and Franecki","6403 Pacocha Throughway",644.88,true,"EWallet",8181790,48946,"Male",362690,80.61,"cross-platform"
513896,"6-28-2021","IB","6:0:27","Sports","Ashlynnborough",8,"ME","Small Wooden Shirt","Makenna Boyle","Larkin-McClure","21540 Renner Loaf",688.16,"bandwidth","MasterCard","USB",59220,"Female",595774,86.02,3953603
195712,"2-27-2021","feed","18:39:23","Baby, Garden & Grocery","Port Tiannaton",5,"TX","Practical Cotton Table","Sheldon Kuhlman","Wiegand-Tillman","287 Ena Way",412.25,"JSON","EWallet",23.81,42944,"Female","quantify",82.45,83.20
194950,"8-2-2021",8939279,"22:33:37","Tools & Garden","Ziemefurt",2,"NE","Rustic Concrete Shirt","Mrs. Spencer Kreiger","Kshlerin DDS","200 Katharina Viaduct",4.20,"system","Cash",false,63244,"Female","parse",2.10,true
541582,"10-22-2021",77.42,"11:46:59","Grocery & Kids","West Oletaton",4,"WI","Small Steel Pants","Rickie McDermott","Parisian, Wolff and Gorczany","6960 Collins Plaza",172.00,true,"AMEX",9.84,17030,"Female",407292,43.00,true
987838,"2-22-2021",44.77,"19:55:57","Books, Shoes & Clothing","Lisandrochester",6,"NC","Fantastic Granite Computer","Alanis Bergnaum","Kuphal, Spencer and Blanda","67182 Morris Groves",145.62,false,"EWallet",9419289,34912,"Male",false,24.27,false
413987,"10-15-2021",16.40,"6:26:48","Automotive","Wisokyton",1,"NH","Sleek Rubber Gloves","Mariah Rolfson PhD","Wiegand-Tillman","62975 Lauryn Stream",27.84,"bluetooth","EWallet",3981549,55364,"Male",45.26,27.84,437701
842280,"11-1-2020","back up","1:58:16","Tools, Baby & Health","Gulgowskishire",1,"NE","Ergonomic Concrete Table","Destany Prohaska","Parisian, Wolff and Gorczany","35120 Lowell Station",44.04,6095110,"EWallet",true,86435,"Female",6904626,44.04,"compressing"
692803,"8-9-2021","calculate","7:23:6","Movies & Shoes","West Estella",4,"OK","Fantastic Rubber Shoes","Geovanny Strosin","Lakin, O'Connell and Monahan","4312 Jasmin Freeway",100.48,1333660,"AMEX",563506,76948,"Female",7420891,25.12,false
723596,"8-1-2021",5895554,"12:44:39","Toys & Beauty","Port Electashire",2,"NM","Small Rubber Table","Curtis Renner","Considine PhD","731 Nicolas Mount",55.58,"system","Visa","driver",61434,"Male",19.90,27.79,5784108
524623,"9-23-2021","hack","14:47:25","Health, Grocery & Shoes","Lowemouth",10,"MA","Incredible Rubber Car","Dawn Bogisich","McClure, Block and Franecki","289 Sipes Shoal",309.20,5.14,"AMEX","hack",57305,"Female",false,30.92,"transmitter"
834272,"7-29-2021",7045710,"5:51:9","Shoes & Home","Deionberg",8,"MA","Ergonomic Steel Pants","Dr. Amparo Ebert","McClure, Block and Franecki","6782 Kurt Canyon",260.32,"PNG","MasterCard",8497583,50991,"Male","index",32.54,"bluetooth"
966067,"4-1-2021",54.82,"11:38:16","Health & Clothing","Zboncakport",8,"AZ","Sleek Plastic Computer","Johanna Bogan","Parisian, Wolff and Gorczany","4640 Corkery Summit",432.96,false,"MasterCard",false,53472,"Male",10.31,54.12,true
411014,"9-8-2021",8816055,"12:16:5","Baby, Computers & Movies","Rippinport",10,"ID","Incredible Rubber Shirt","Kay Boyer","Wiegand-Tillman","17037 Hershel Camp",418.80,true,"EWallet","virtual",70926,"Female",false,41.88,false
351600,"6-10-2021",false,"10:7:30","Tools, Jewelery & Electronics","Osinskifurt",10,"MA","Small Wooden Shoes","Dannie Bahringer DVM","McClure, Block and Franecki","6840 Virgil Mission",961.40,51.30,"EWallet",87.67,33200,"Male",true,96.14,73.49
115082,"4-19-2021",true,"18:33:47","Sports & Baby","West Mateo",9,"NJ","Gorgeous Wooden Gloves","Mr. Avery Johns","Parisian, Wolff and Gorczany","94080 Harber Brooks",79.65,92.13,"EWallet",8125822,83176,"Male",false,8.85,41.97
606709,"8-11-2021","application","21:12:25","Home & Automotive","Myriamport",8,"MA","Intelligent Concrete Chair","Garret Mueller","Armstrong, Strosin and Altenwerth","56926 Jaskolski Lake",617.36,5552139,"Visa",true,66753,"Female",true,77.17,62015
390909,"9-17-2021","solid state","3:22:54","Outdoors & Beauty","Vanhaven",6,"NY","Small Rubber Shoes","Dr. Emmanuelle Smitham","Auer V","11191 Parisian Junctions",255.30,"THX","MasterCard",2008025,79356,"Male",2213769,42.55,"JSON"
751210,"12-21-2020",10.27,"20:8:8","Books, Games & Automotive","Fidelmouth",6,"MT","Sleek Wooden Table","Timmothy Schmeler PhD","Larkin-McClure","649 Donny Ford",358.74,2450318,"EWallet","THX",68011,"Male",false,59.79,2033270
799579,"4-25-2021",5473229,"13:45:16","Beauty, Outdoors & Tools","Saraiville",5,"KY","Gorgeous Granite Pants","Lyric Torp","Parisian, Wolff and Gorczany","5151 Dianna Islands",133.75,"primary","MasterCard","HTTP",53882,"Female",79.51,26.75,3.35
668683,"5-8-2021",false,"5:35:4","Sports","East Delphineland",1,"OR","Small Granite Pants","Ms. Nikki Beahan","Armstrong, Strosin and Altenwerth","319 Alejandra Courts",50.77,59.70,"EWallet","override",68721,"Male",4622061,50.77,false
837446,"10-22-2021",31.36,"3:48:47","Toys, Clothing & Grocery","Lake Waylonton",8,"WI","Incredible Granite Hat","Alden Botsford","Kuphal, Spencer and Blanda","53388 Harvey Gateway",703.92,77.16,"EWallet",false,91237,"Female",62.97,87.99,false
521993,"11-6-2020",true,"0:39:10","Jewelery & Shoes","Port Evangeline",5,"KS","Rustic Plastic Shirt","Edmond Mills","Larkin-McClure","6631 Kylee Corners",82.20,false,"Visa",95.49,48121,"Female",31.49,16.44,4530267
429811,"5-28-2021","synthesizing","4:55:28","Clothing, Electronics & Automotive","West Roxanne",1,"ID","Practical Concrete Shirt","Ms. Maybell Ondricka","Auer V","291 Stamm Burg",62.35,true,"Cash",true,17144,"Male",3876079,62.35,"synthesize"
154381,"3-7-2021","connecting","11:49:10","Toys & Health","Port General",3,"AR","Ergonomic Wooden Computer","Mandy Ruecker","Considine PhD","522 Boyle Unions",54.51,9067300,"Visa",2232462,62292,"Female",true,18.17,true
146556,"6-16-2021","SMS","19:33:7","Shoes, Computers & Home","Krajcikburgh",1,"RI","Small Rubber Chair","Julio Wyman","Kshlerin DDS","40100 Laverne Center",6.26,3503317,"Visa",6042035,41523,"Male",82.18,6.26,true
126532,"6-7-2021",7864215,"22:23:31","Clothing & Shoes","Prosaccofurt",10,"IL","Intelligent Wooden Shoes","Brionna Kuvalis","Armstrong, Strosin and Altenwerth","1983 Theresia Freeway",535.90,3398406,"EWallet","driver",74369,"Male","index",53.59,"bandwidth"
844526,"5-11-2021",8978074,"14:38:35","Clothing & Music","New Adonisberg",3,"AL","Incredible Rubber Table","Ilene Monahan","Wiegand-Tillman","1755 Hudson Trail",24.30,"hack","AMEX",1103466,46008,"Female",false,8.10,14.54
802492,"9-27-2021","IB","3:54:6","Tools & Movies","Baileyland",10,"IN","Small Plastic Car","Miss Hobart Shanahan","Lakin, O'Connell and Monahan","304 Gerhold Lights",259.20,8050795,"AMEX",73.05,93792,"Male",96.50,25.92,false
680692,"10-9-2021",72.38,"15:11:31","Movies, Clothing & Computers","South Julietburgh",7,"TN","Ergonomic Granite Car","Aliya Schiller","Larkin-McClure","8615 Zboncak Forest",318.29,42.43,"EWallet",false,80077,"Male",38.03,45.47,"override"
601202,"3-8-2021",false,"22:17:16","Tools & Home","West Olen",2,"IA","Small Concrete Chair","Tyreek Casper","Larkin-McClure","272 Noemy Glen",14.02,"pixel","EWallet",46.11,61060,"Male",false,7.01,31.90
712093,"6-1-2021","USB","6:22:18","Garden, Outdoors & Books","North Lois",8,"ND","Awesome Granite Chair","Dora Sipes Sr.","McClure, Block and Franecki","9786 Mauricio Walks",556.56,54.08,"MasterCard","application",70116,"Male",37.48,69.57,false
178955,"10-14-2021",53.02,"20:27:19","Sports & Games","New Anjalifurt",3,"CT","Sleek Wooden Chair","Peggie McLaughlin","Kuphal, Spencer and Blanda","73702 Johnathon Freeway",247.89,"feed","Visa",46.05,18677,"Male","HDD",82.63,"quantify"
615245,"7-14-2021","wireless","15:20:34","Clothing & Automotive","New Margaretmouth",7,"WV","Small Wooden Hat","Ferne McGlynn","Kshlerin DDS","9094 Barton Glens",568.82,1724692,"AMEX",1023099,59754,"Female",640006,81.26,9066119
931348,"10-3-2021",281817,"13:47:3","Home","Jeanetteland",8,"SC","Awesome Concrete Shoes","Minnie Hermann","Considine PhD","9374 Ratke Circle",26.16,8998511,"MasterCard",false,56897,"Male","reboot",3.27,17.42
284326,"10-7-2021","SCSI","3:22:6","Sports & Toys","North Jeremie",2,"WY","Small Steel Gloves","Aylin Roberts","Kuphal, Spencer and Blanda","59074 Harber Forge",47.06,6.89,"Cash",7311684,36989,"Male",true,23.53,4826939
644812,"10-23-2021",true,"23:40:47","Baby & Shoes","Smithammouth",7,"SD","Fantastic Plastic Hat","Mason Legros","Kuphal, Spencer and Blanda","5713 Marks View",217.91,true,"Visa",true,13228,"Female",true,31.13,true
940772,"10-21-2021",36.69,"22:29:56","Movies & Baby","Ullrichburgh",1,"OH","Rustic Concrete Shoes","Hailee Bayer MD","Wiegand-Tillman","849 Weber Street",83.57,79.83,"EWallet",true,96082,"Male",true,83.57,28.52
118527,"12-5-2020",true,"13:34:53","Toys, Music & Kids","West Abigailville",4,"MI","Ergonomic Cotton Hat","Manuela Conn","Lakin, O'Connell and Monahan","345 Gulgowski Meadow",144.00,23.90,"Visa",4235600,88975,"Male",1339376,36.00,"IB"
693273,"7-5-2021",7030268,"10:59:12","Clothing","New Cheyanne",1,"IL","Fantastic Concrete Computer","Glenna Gaylord","Lakin, O'Connell and Monahan","22700 Stefan Crest",99.66,"back-end","AMEX",true,11527,"Female","virtual",99.66,81.86
949086,"2-26-2021",60.85,"0:57:19","Electronics, Tools & Grocery","North Carson",9,"VA","Intelligent Granite Hat","Skye Daugherty","Parisian, Wolff and Gorczany","398 Marina Bridge",820.71,"multi-byte","Cash",false,11619,"Male",957546,91.19,3583839
334392,"8-20-2021",4736741,"18:3:45","Sports & Toys","New Cassidy",7,"TX","Fantastic Steel Table","Jeremy O'Reilly","Auer V","1797 Elta Parkways",7.77,5537307,"EWallet","overriding",22560,"Male","AI",1.11,"indexing"
382875,"8-9-2021",false,"7:0:51","Baby","North Aryannaville",1,"KY","Small Concrete Shirt","Erwin Bosco","Wiegand-Tillman","354 Rodriguez Forge",64.81,"calculating","EWallet",3497557,49206,"Male",false,64.81,4641473
