InvoiceId,program,CustomerName, , ,Product,bandwidth,PaymentType,Gender,Address,interface,Store,Quantity,City,ProductPrice,Total,program,State,PostalCode,Date,Department,Time,monitor
870379,false,"Colten Luettgen",9433525,502288,"Awesome Cotton Shoes",false,"MasterCard","Female","88193 Jaylan Harbors",7372661,"Lakin, O'Connell and Monahan",5,"East Eltontown",86.71,433.55,false,"AL",64657,"5-26-2021","Shoes & Kids","6:4:41",2.41
749460,true,"Felton Orn",42.44,5.00,"Incredible Rubber Car","navigating","Visa","Female","173 Jaclyn Road",18.09,"Lakin, O'Connell and Monahan",10,"Lake Kailey",26.39,263.90,true,"MT",29545,"6-18-2021","Books","0:33:49",false
388792,"cross-platform","Nichole Vandervort",true,true,"Sleek Plastic Pants",4788331,"Visa","Male","50496 Renner Islands",false,"Kshlerin DDS",2,"North Darian",16.54,33.08,"transmit","CT",64116,"6-2-2021","Outdoors & Kids","23:22:11",98.07
290761,"neural","Marley Klocko","connect","system","Small Granite Hat","auxiliary","MasterCard","Female","232 Ratke Garden",20.50,"McClure, Block and Franecki",2,"Emeryview",34.48,68.96,"bus","LA",79790,"9-6-2021","Outdoors","17:59:27",8240604
127192,1037862,"Layla Collins","copy","THX","Rustic Granite Computer",true,"MasterCard","Female","2942 Mertie Stream","JSON","McClure, Block and Franecki",10,"Georgettefurt",59.27,592.70,7308410,"OH",42803,"8-29-2021","Toys","13:47:0","indexing"
561548,16.22,"Haven Bins MD",66.65,28.65,"Small Concrete Gloves",91.96,"EWallet","Female","40355 Keaton Ranch",54.65,"Wiegand-Tillman",6,"Parkermouth",28.82,172.92,51.19,"KS",50735,"2-25-2021","Shoes & Grocery","2:17:18",74.64
210951,true,"Leonel Christiansen Sr.",53.67,3.55,"Fantastic Plastic Hat",63.37,"Cash","Male","15753 Nienow Falls",false,"Parisian, Wolff and Gorczany",7,"East June",91.88,643.16,true,"MS",93189,"8-18-2021","Computers, Baby & Home","22:46:22",58.06
540756,38.50,"Tyshawn Luettgen",true,true,"Gorgeous Concrete Shoes","sensor","AMEX","Male","8153 Ullrich Summit","solid state","Kuphal, Spencer and Blanda",9,"Eribertochester",1.85,16.65,70.67,"RI",45664,"10-1-2021","Books","20:37:14","copying"
187386,8975487,"Delaney Harris",false,true,"Small Plastic Shirt",true,"Cash","Female","845 Mante Passage",true,"Parisian, Wolff and Gorczany",10,"North Avafurt",39.09,390.90,6737344,"SD",12630,"8-7-2021","Baby, Beauty & Grocery","21:26:57",6481914
809410,15382,"Tina Blick","PNG","application","Ergonomic Cotton Chair","back-end","MasterCard","Female","456 Pinkie Extension","firewall","Parisian, Wolff and Gorczany",9,"Port Ellisside",74.69,672.21,2058140,"AZ",31370,"7-23-2021","Garden & Automotive","6:35:49",1975209
306337,"compressing","Osbaldo Paucek DDS","application","overriding","Rustic Plastic Computer",89.55,"AMEX","Female","62736 Rohan Villages","navigating","Considine PhD",7,"North Avis",93.90,657.30,"indexing","NE",13066,"10-16-2021","Clothing & Grocery","22:34:7",true
880230,3795050,"Margarette Sawayn","generate","input","Awesome Plastic Chair",10.75,"Visa","Male","5563 Pollich Route",680813,"Considine PhD",4,"Port Schuyler",88.43,353.72,8121757,"TX",15958,"7-7-2021","Sports, Garden & Kids","19:26:8",92.61
121002,"redundant","Karolann Weimann",8995377,4953092,"Practical Steel Shoes",57.47,"EWallet","Male","692 Grayce Common",true,"Parisian, Wolff and Gorczany",3,"South Kelsie",77.79,233.37,"overriding","OR",25192,"10-5-2021","Computers","13:38:15",true
200113,true,"Clint Bogan","bluetooth","redundant","Fantastic Plastic Computer",29.25,"MasterCard","Male","3800 Shanahan Knolls",92.16,"McClure, Block and Franecki",6,"East Patriciaberg",5.76,34.56,true,"OR",88836,"5-26-2021","Grocery & Games","16:53:23",true
249383,1923180,"Collin Auer","backing up","JBOD","Intelligent Steel Shirt","application","AMEX","Male","248 Jast Avenue",false,"Larkin-McClure",5,"East Amayaside",26.29,131.45,5148199,"KS",91535,"8-19-2021","Automotive & Shoes","1:2:16",32.81
475664,9184968,"Santos Brakus",6338261,2966455,"Awesome Plastic Pants","neural","EWallet","Male","8405 Finn Fork",false,"Considine PhD",2,"North Elias",44.63,89.26,2483560,"KY",89885,"8-1-2021","Books & Automotive","18:29:17","primary"
672047,4888613,"Theron Moore",true,true,"Incredible Rubber Gloves","XML","Cash","Male","849 Mayert Path",760934,"Armstrong, Strosin and Altenwerth",2,"West Tedchester",62.88,125.76,5516710,"AR",52170,"10-24-2021","Health","10:33:23","application"
280135,"IB","Dr. Jillian Ernser",86.24,48.23,"Small Rubber Car",false,"Visa","Male","617 Legros Prairie",34.65,"Armstrong, Strosin and Altenwerth",2,"Gutkowskiland",44.81,89.62,"matrix","ND",34933,"10-8-2021","Games & Automotive","21:14:53",false
173582,43.76,"Demetris Tillman",true,false,"Practical Granite Shirt",31.90,"Visa","Female","42148 Bashirian Crescent",55.55,"Considine PhD",1,"Maggiomouth",95.99,95.99,88.77,"CT",61982,"5-26-2021","Clothing, Books & Beauty","14:59:0","card"
817168,3601048,"Janiya Feil",27.20,90.55,"Awesome Steel Gloves","array","AMEX","Female","368 Nicolas Meadow",8806731,"Considine PhD",8,"Peterstad",11.89,95.12,77182,"MN",12117,"10-17-2021","Garden","4:32:49","system"
513880,true,"Zion Gottlieb II",7773959,8966402,"Rustic Wooden Computer","CSS","Cash","Male","4947 Ralph Radial",false,"Wiegand-Tillman",8,"Port Brendon",70.52,564.16,true,"AR",93803,"8-30-2021","Computers","7:11:22",true
764879,"system","Keaton Cole IV",9477973,2248522,"Intelligent Granite Table",1910893,"EWallet","Female","813 DuBuque Square","SSL","Parisian, Wolff and Gorczany",3,"Port Emmanuelle",12.12,36.36,"driver","AR",50656,"10-22-2021","Beauty","17:31:16",4510452
235178,7870065,"Madie Renner MD","interface","hacking","Gorgeous Rubber Pants","connecting","AMEX","Female","457 Cummerata Views",3047357,"Kuphal, Spencer and Blanda",4,"Ashlynnburgh",20.13,80.52,6249378,"LA",87862,"10-3-2021","Tools & Automotive","10:4:25","back up"
148715,51.64,"Dr. Norris Cremin",7575358,4340972,"Sleek Granite Shirt",3820111,"MasterCard","Male","7805 Feil Canyon",90.05,"Larkin-McClure",1,"North Cecil",60.73,60.73,99.61,"CO",23251,"8-16-2021","Shoes, Health & Beauty","11:55:46",22.49
165273,false,"Carlotta Howell",62.07,25.05,"Ergonomic Rubber Car",true,"Visa","Female","5609 Torphy Trail",true,"Kuphal, Spencer and Blanda",7,"North Garrett",31.92,223.44,true,"ID",41141,"10-13-2021","Grocery & Home","21:30:44",true
901337,86.36,"Clementine Lang III",false,true,"Fantastic Cotton Car",61.92,"AMEX","Male","7261 Blanda Center",95.50,"Considine PhD",8,"Larkinhaven",14.07,112.56,18.89,"IL",91499,"9-2-2021","Outdoors & Computers","18:18:28","open-source"
584926,94.66,"Kris Sporer II","optical","system","Awesome Granite Car",true,"Cash","Male","4256 Schumm Flat",false,"Wiegand-Tillman",1,"Carrollbury",84.38,84.38,38.91,"DE",38359,"8-24-2021","Games, Jewelery & Grocery","23:55:27","bypass"
274533,57.94,"Karlie Heller",8158633,2901331,"Rustic Cotton Car","cross-platform","AMEX","Male","91189 Jaida Expressway",1105973,"Kshlerin DDS",10,"Bogisichville",67.91,679.10,93.21,"RI",86702,"9-24-2021","Toys","14:12:18",3608003
569709,4537221,"Hillary Boehm",9088719,2364820,"Intelligent Cotton Computer",true,"AMEX","Female","8035 Metz Ramp","multi-byte","Kuphal, Spencer and Blanda",8,"Port Raymundo",67.15,537.20,596551,"AK",85740,"10-22-2021","Shoes & Computers","19:21:1","SMTP"
746293,true,"Miss Uriah Corwin",5420019,2838410,"Fantastic Rubber Table",false,"Cash","Male","330 Alfreda Manors",false,"Kuphal, Spencer and Blanda",1,"Leilaniland",60.99,60.99,true,"CO",83787,"10-11-2021","Games","8:25:37",true
610020,80.26,"Zachary Robel",43.82,93.89,"Sleek Rubber Hat",true,"MasterCard","Female","89933 Gavin Spur",26.29,"Considine PhD",10,"Heaneymouth",96.14,961.40,62.05,"NC",95594,"4-9-2021","Electronics, Clothing & Grocery","21:32:57",false
665155,true,"Miss Reyna Jacobson",97.54,61.06,"Practical Plastic Pants","program","AMEX","Female","59747 Kiley Extensions","EXE","McClure, Block and Franecki",1,"Jessieland",5.93,5.93,false,"FL",54854,"4-22-2021","Automotive, Baby & Sports","7:19:27",79.25
641615,"card","Dixie Grimes",true,true,"Rustic Wooden Chair",151369,"Visa","Female","8880 Toy Green","RAM","Wiegand-Tillman",3,"New Anitaton",44.22,132.66,"quantify","MD",78931,"10-4-2021","Movies & Garden","12:4:23",false
458746,false,"Walton Bayer MD",true,true,"Rustic Concrete Car","copying","MasterCard","Female","398 Johnston Ridge",331748,"Kuphal, Spencer and Blanda",5,"South Neva",64.75,323.75,true,"NE",60152,"10-15-2021","Beauty & Books","19:2:53",6184316
709773,"bus","Virginie Friesen",true,true,"Gorgeous Rubber Hat","synthesize","MasterCard","Female","9011 Bernadine Glen",8615059,"Lakin, O'Connell and Monahan",1,"Murlland",80.05,80.05,"card","KY",59497,"10-12-2021","Games","21:22:46","back-end"
804997,true,"Ms. Bradly Streich",false,false,"Rustic Plastic Shoes","transmitting","Visa","Male","5116 Zboncak Stream",false,"Armstrong, Strosin and Altenwerth",7,"Wintheiserburgh",59.10,413.70,true,"NJ",86384,"10-16-2021","Toys","3:0:42",false
132941,19.62,"Anastasia Towne","SQL","SMTP","Gorgeous Plastic Pants","indexing","Cash","Male","2402 Torphy Mount","wireless","Larkin-McClure",1,"Framichester",13.37,13.37,24.07,"KY",85460,"9-21-2021","Sports & Baby","11:44:47",47.94
193487,66.81,"Ms. Jeanie Crist",26.57,76.44,"Fantastic Granite Pants",true,"EWallet","Female","1209 Hulda Neck",false,"Armstrong, Strosin and Altenwerth",5,"Port Monroe",3.44,17.20,98.58,"NJ",47972,"6-10-2021","Garden","9:56:49",true
823867,11.40,"Noble Konopelski","input","compressing","Incredible Cotton Hat",87.65,"EWallet","Male","299 Arnoldo Centers",23.63,"Lakin, O'Connell and Monahan",4,"Millerton",44.47,177.88,46.27,"OR",67774,"6-19-2021","Automotive & Electronics","23:7:37","TCP"
246793,false,"Davon Gerhold",7696027,6778955,"Awesome Rubber Car",7006574,"Visa","Female","41162 Koss Junctions","microchip","Wiegand-Tillman",1,"Lake Sharon",87.80,87.80,true,"SD",19681,"4-5-2021","Industrial, Outdoors & Books","7:3:44","multi-byte"
265603,33.02,"Abdullah Feil","quantifying","reboot","Incredible Cotton Shoes",false,"Cash","Female","208 Emelie Summit",7830755,"Considine PhD",2,"Davonteside",46.34,92.68,78.06,"IA",55600,"10-9-2021","Health & Baby","16:29:56",7989565
634962,7110687,"Ola Corwin",4159308,7016683,"Small Cotton Shirt",true,"MasterCard","Female","106 Dewayne Court",false,"Kshlerin DDS",7,"East Otis",53.57,374.99,2287490,"NY",23844,"9-11-2021","Outdoors & Clothing","3:24:29",true
187700,94.93,"Will Rath","input","calculate","Rustic Wooden Pants",67.47,"MasterCard","Male","61747 Zieme Light",false,"Auer V",2,"Watsicaport",28.71,57.42,27.64,"SC",26800,"7-5-2021","Sports","3:41:38",true
979514,true,"Pedro Paucek",2.25,98.33,"Incredible Steel Shirt",61.67,"Visa","Male","87093 Haag Brook",84.75,"Kshlerin DDS",7,"Farrellshire",32.89,230.23,true,"KY",71727,"9-6-2021","Automotive, Computers & Health","19:5:49",17.16
986127,true,"Rae Feil",true,false,"Small Rubber Gloves",true,"AMEX","Female","318 Anais Manors",3410959,"McClure, Block and Franecki",5,"Lake Lisandrostad",98.63,493.15,false,"SD",87399,"7-2-2021","Computers","11:35:44","cross-platform"
697902,"THX","Miss Jayce Rutherford",1748275,8384240,"Incredible Steel Chair","connect","EWallet","Male","9825 Nannie Well",1515213,"Larkin-McClure",8,"New Dollyborough",28.08,224.64,"circuit","FL",91816,"6-17-2021","Toys","1:48:40",5110699
859487,6446818,"Thomas Stoltenberg",1576094,7555911,"Incredible Wooden Hat","microchip","MasterCard","Female","16388 Mayer Corners",3310071,"Parisian, Wolff and Gorczany",2,"North Jaceyhaven",95.29,190.58,3109072,"DE",75776,"9-10-2021","Clothing","7:55:24",485852
782092,1673539,"Marion Terry Sr.","calculating","application","Incredible Concrete Computer",true,"Cash","Female","550 Tracey Canyon",44.74,"Parisian, Wolff and Gorczany",8,"Schadenton",15.29,122.32,3924414,"VA",80311,"9-25-2021","Kids & Shoes","0:3:4",1.80
578135,false,"Amira Abshire",false,false,"Ergonomic Cotton Chair",93.03,"AMEX","Female","608 Kariane Mills",true,"Armstrong, Strosin and Altenwerth",9,"South Pierre",37.84,340.56,true,"NY",87297,"9-1-2021","Shoes & Outdoors","22:16:6",true
389241,"bluetooth","Dell Leannon",2777625,7976229,"Fantastic Rubber Pants",41.10,"Cash","Female","50311 Windler Avenue","generate","Armstrong, Strosin and Altenwerth",10,"Letamouth",2.85,28.50,"protocol","TX",14138,"7-2-2021","Books","7:37:7","bypass"
302130,false,"Dr. Florian Fay",false,false,"Practical Plastic Chair",8330112,"EWallet","Male","8871 Sporer Gateway",51.18,"Wiegand-Tillman",9,"Miracleberg",58.18,523.62,true,"TN",48491,"10-24-2021","Tools, Books & Games","9:45:28",10.41
187436,5451027,"Ms. Miracle Thiel",6102162,4589448,"Rustic Cotton Shoes",2.23,"AMEX","Male","2293 Mekhi Locks","open-source","Wiegand-Tillman",9,"Lake Mable",45.35,408.15,6905467,"WI",44431,"10-19-2021","Sports, Kids & Movies","20:35:47",4519662
846758,true,"Carlotta Sipes",2961408,200341,"Sleek Granite Shoes","CSS","Visa","Male","97634 Lakin River","solid state","Lakin, O'Connell and Monahan",8,"Erickamouth",99.81,798.48,true,"RI",22805,"3-1-2021","Movies","17:25:7",4622814
344875,"pixel","Marcel Johnston","CSS","program","Awesome Granite Hat",true,"AMEX","Male","236 Smith Key",66.64,"Wiegand-Tillman",4,"Port Marques",28.29,113.16,"hacking","PA",94235,"10-17-2021","Baby & Health","1:18:48",735980
397103,"wireless","Sharon Anderson",true,false,"Ergonomic Rubber Pants","bypass","EWallet","Female","41113 Emile Meadow",11.79,"Kshlerin DDS",7,"New Hal",39.19,274.33,"SDD","NJ",80282,"8-27-2021","Tools & Electronics","0:59:16",false
948576,true,"Thad Cormier","generating","bypass","Intelligent Steel Pants",1147784,"AMEX","Female","6094 Katlynn Ports",59.13,"Auer V",9,"DuBuqueberg",58.89,530.01,false,"VA",20087,"2-26-2021","Music","19:29:50",91.52
738902,true,"Cristian Gibson",21.37,20.11,"Small Cotton Pants",43.57,"Cash","Female","85910 Ullrich Center",false,"Lakin, O'Connell and Monahan",10,"Domenichaven",99.70,997.00,true,"MS",91462,"9-19-2021","Tools & Sports","9:8:15",66.03
416777,6313613,"Devonte Hermiston",false,true,"Gorgeous Rubber Gloves",944074,"Cash","Female","5024 Cole Harbors",2583607,"Parisian, Wolff and Gorczany",10,"Greenfelderside",48.80,488.00,7655514,"AL",89458,"5-13-2021","Games","14:12:49","USB"
353684,63.50,"Yasmine Schinner",8440921,6659074,"Ergonomic Concrete Shirt","auxiliary","EWallet","Male","6859 Angelo Forks",74.95,"Auer V",10,"Kuhnchester",23.15,231.50,98.37,"SC",25285,"10-8-2021","Baby","10:32:55","open-source"
983551,"back up","Mr. Gerardo Welch",8771642,7655637,"Rustic Granite Chair","synthesize","EWallet","Male","753 Delaney Parks","compressing","Lakin, O'Connell and Monahan",1,"West Adonismouth",0.77,0.77,"driver","NV",31796,"10-8-2021","Health, Sports & Home","19:36:52","back-end"
729878,false,"Lue Greenholt IV",6463944,6480874,"Fantastic Concrete Computer",4797743,"EWallet","Female","140 Bria Unions",false,"McClure, Block and Franecki",1,"South Reannabury",56.52,56.52,false,"NE",58831,"5-18-2021","Baby & Kids","8:2:19",231432
734150,"SMS","Gretchen Kulas","transmitter","JSON","Awesome Steel Hat","hard drive","Cash","Male","120 Stroman Avenue",57.17,"Auer V",3,"East Tess",70.51,211.53,"overriding","VA",60250,"9-19-2021","Automotive","14:51:45",false
247888,true,"Howell Renner",55.54,45.27,"Small Granite Hat",3463564,"Visa","Male","67710 Gonzalo Crest",true,"McClure, Block and Franecki",7,"Jackyton",47.11,329.77,true,"NM",21279,"10-11-2021","Electronics & Jewelery","21:33:38",true
940948,true,"Brycen Emmerich",7927905,3918836,"Sleek Granite Table","XML","Cash","Male","71853 Kozey Pass",51.82,"Larkin-McClure",4,"Port Moisesmouth",96.28,385.12,true,"MI",59081,"7-27-2021","Music & Kids","22:6:31",false
688965,7032322,"Constance Kozey",4669126,7302216,"Ergonomic Wooden Pants","multi-byte","EWallet","Female","1552 Enola Ville",5910657,"Lakin, O'Connell and Monahan",5,"Hacketttown",95.26,476.30,6842297,"ME",16034,"8-7-2021","Books","3:57:6","application"
399341,true,"Mortimer Bauch","reboot","reboot","Fantastic Plastic Hat","panel","Cash","Male","226 Williamson Motorway","JBOD","Armstrong, Strosin and Altenwerth",4,"West Kellenview",81.38,325.52,false,"IL",40459,"6-30-2021","Tools, Jewelery & Sports","17:54:47",3617504
993614,"bypassing","Ruby Wolff",4219460,8290399,"Incredible Steel Hat","primary","Cash","Female","63353 Hills Unions",19.16,"Auer V",8,"Lake Marlonshire",64.63,517.04,"solid state","SC",57766,"5-18-2021","Tools","8:44:42",true
260784,9286972,"Shanny Barrows III",true,true,"Fantastic Steel Pants","parsing","Visa","Female","153 Halvorson Cliffs","program","Lakin, O'Connell and Monahan",8,"West Hermanside",24.62,196.96,6047270,"ND",19103,"10-21-2021","Sports","15:46:18",52.68
755350,false,"Kurtis Schuster",91.92,55.24,"Intelligent Cotton Hat",true,"Visa","Female","887 Onie Bridge",5046061,"Kshlerin DDS",2,"Guillermoview",22.33,44.66,false,"KY",70326,"9-23-2021","Games","3:9:15",false
504862,42.95,"Miss Carmine Roob",5.91,65.84,"Sleek Cotton Computer","bluetooth","AMEX","Male","83878 Gerhold Street","protocol","McClure, Block and Franecki",4,"Toneyshire",68.49,273.96,87.81,"AZ",99936,"4-10-2021","Garden","8:21:0",10.68
812268,false,"Mossie Larson","card","FTP","Incredible Plastic Pants",false,"AMEX","Female","335 Donavon Lodge",6.16,"Parisian, Wolff and Gorczany",4,"Port Lera",31.33,125.32,true,"WI",42094,"8-28-2021","Computers, Shoes & Electronics","21:48:33","bandwidth"
998117,true,"Lucinda Cummings","multi-byte","JSON","Ergonomic Plastic Car",1057901,"Cash","Male","879 Jarvis River","connecting","Considine PhD",4,"South Emiliafurt",74.99,299.96,true,"ME",33878,"9-30-2021","Movies","20:20:34",2615316
194483,28.82,"Ursula O'Conner","SAS","online","Awesome Rubber Gloves","multi-byte","Visa","Male","362 Howell Flat",47.67,"Auer V",10,"West Elvera",50.31,503.10,70.97,"ME",99121,"10-8-2021","Beauty, Baby & Music","15:12:19",7.30
841580,"override","Stephon Abernathy",9.76,69.60,"Incredible Steel Computer",true,"Cash","Female","937 Jakubowski Station",7097175,"Parisian, Wolff and Gorczany",3,"Runolfsdottirport",56.76,170.28,"overriding","KY",64987,"8-20-2021","Beauty","17:37:24","copy"
308640,false,"Mrs. Rowena Stehr",66.84,16.71,"Rustic Rubber Hat",true,"MasterCard","Male","245 Itzel Estate",false,"Larkin-McClure",10,"Tressiebury",11.93,119.30,false,"ND",63822,"5-12-2021","Games & Outdoors","13:59:8",false
729152,3117380,"Orville Beatty","digital","calculating","Intelligent Rubber Car",54.14,"MasterCard","Male","966 Mariam Shore","application","Larkin-McClure",1,"East Hank",99.84,99.84,626490,"CA",20145,"2-4-2021","Kids, Industrial & Tools","1:42:56","online"
157880,5139336,"Daphney Doyle",5224590,5809151,"Fantastic Concrete Table",74.89,"EWallet","Female","688 Alexandra Village","HDD","Wiegand-Tillman",3,"Lake Minerva",64.24,192.72,2756101,"IN",30286,"10-24-2021","Sports","2:44:40","neural"
818039,"microchip","Dr. Felipe Ziemann",true,true,"Rustic Granite Shoes","SSL","Cash","Female","80207 Jordan Fords",83.00,"McClure, Block and Franecki",5,"Andersonville",26.66,133.30,"SSL","TN",12863,"9-30-2021","Books & Clothing","4:53:39","THX"
322359,1070475,"Gabriella O'Hara","compressing","JSON","Awesome Concrete Shoes",1015284,"EWallet","Female","66142 Pfannerstill Oval","capacitor","Considine PhD",5,"East Clovisborough",71.32,356.60,1165470,"OR",96205,"8-4-2021","Grocery, Beauty & Home","4:49:15",false
490185,"matrix","Ms. Dayna Littel",1.73,63.90,"Rustic Cotton Car","generate","Visa","Male","85909 Schuppe Heights",46.98,"Wiegand-Tillman",1,"Bahringerport",80.33,80.33,"card","NY",42866,"10-4-2021","Music, Tools & Computers","20:23:27",true
443404,true,"Ana Boyle",false,false,"Small Plastic Shirt",true,"MasterCard","Male","4152 Aiyana Neck",false,"Kshlerin DDS",4,"Terranceshire",85.81,343.24,true,"MS",81827,"10-12-2021","Music, Automotive & Baby","22:14:20","card"
254778,"program","Peter Kuhn","transmitter","multi-byte","Incredible Granite Gloves",true,"Visa","Male","17608 Wolf Creek","haptic","Lakin, O'Connell and Monahan",3,"Port Gabriellemouth",60.19,180.57,"panel","KY",65132,"10-7-2021","Movies & Home","21:37:26",6243853
642505,true,"Mr. Thalia Little","quantify","calculate","Practical Rubber Computer",false,"Visa","Female","14282 Norma Run",5189849,"Kshlerin DDS",5,"New Keegan",73.71,368.55,true,"KY",32661,"6-4-2021","Tools & Jewelery","0:31:33",true
153544,"open-source","Craig Kuhic",true,true,"Practical Steel Computer",8230356,"Visa","Male","1705 Reilly Extension",4656927,"Wiegand-Tillman",8,"Lake Hunter",37.67,301.36,"reboot","WI",89255,"7-4-2021","Computers & Movies","6:12:5","backing up"
237869,4048893,"Hallie Moen III","RSS","open-source","Intelligent Granite Computer",true,"EWallet","Female","5220 Hodkiewicz Burg",48.47,"Larkin-McClure",4,"Port Lavinaville",62.65,250.60,24231,"TX",50387,"5-14-2021","Automotive & Industrial","22:34:51",3285054
230831,60.48,"Rosendo Mitchell","HDD","copying","Intelligent Rubber Gloves",7521421,"EWallet","Male","126 Mia Extensions",68.87,"Auer V",9,"Hackettchester",68.81,619.29,92.71,"NE",96565,"6-19-2021","Books, Automotive & Beauty","0:52:43",false
467493,true,"Johnathan Nicolas I",38.24,28.01,"Intelligent Steel Pants",true,"EWallet","Female","541 Lincoln Vista",24.09,"Auer V",1,"Lake Brannonfort",45.62,45.62,false,"TN",41600,"2-6-2021","Health & Garden","6:29:30",true
595454,88.90,"Lacy Mante V",false,true,"Ergonomic Cotton Hat",74.73,"EWallet","Female","4170 Dietrich Summit","HDD","Larkin-McClure",3,"Lake Yvonnebury",72.32,216.96,33.96,"WI",60426,"5-23-2021","Shoes, Health & Grocery","7:12:39",57.40
993337,false,"Omer Walker",false,true,"Ergonomic Granite Hat",5110122,"Visa","Male","427 Heller Street",7490234,"Kuphal, Spencer and Blanda",4,"Willardview",91.56,366.24,true,"WI",61031,"7-26-2021","Industrial, Health & Jewelery","2:34:9",true
154616,20.49,"Susan Jacobi",4096751,5330324,"Small Plastic Hat","auxiliary","Cash","Female","8896 Paula Views","wireless","Auer V",4,"Sengerbury",31.92,127.68,56.25,"CA",67291,"3-14-2021","Home","14:6:9","wireless"
731069,68.87,"Leonardo Breitenberg",18.85,81.62,"Practical Plastic Hat",361160,"Cash","Male","484 Ebert Ford",3078287,"Auer V",10,"Daughertyfurt",46.25,462.50,4.14,"ID",19944,"10-12-2021","Jewelery & Sports","17:18:26","compress"
538871,"hard drive","Vinnie Wilkinson V",86.02,75.41,"Intelligent Cotton Computer","card","AMEX","Female","50738 Rosemary Knolls",true,"Kuphal, Spencer and Blanda",5,"Sydnieton",20.18,100.90,"panel","NM",96084,"9-17-2021","Grocery & Baby","6:0:9",true
314418,false,"Ms. Imani Schimmel",60.14,23.14,"Gorgeous Concrete Car",false,"AMEX","Female","34858 Nettie Shores",true,"Auer V",10,"Port Jaeden",69.01,690.10,false,"MT",62240,"8-21-2021","Tools","10:48:24",2752902
720492,true,"Tyrique Grant",true,false,"Awesome Plastic Table",false,"AMEX","Male","292 Leannon Isle",false,"Auer V",2,"Wiegandville",68.53,137.06,false,"OK",61039,"4-10-2021","Grocery","1:55:2",79.33
389127,7152424,"Rylee Harber",true,true,"Practical Concrete Shirt",31.73,"Visa","Female","323 Koelpin Knoll",4724694,"Wiegand-Tillman",6,"Lake Marianohaven",9.00,54.00,4298775,"CA",82131,"9-2-2021","Automotive","23:10:13",false
700745,7398944,"Dr. Burnice Howell","calculate","mobile","Gorgeous Steel Computer",48.90,"EWallet","Female","812 Renner Walk",5160956,"Auer V",2,"New Milfordstad",27.09,54.18,5600615,"MA",95824,"1-8-2021","Sports, Books & Clothing","3:36:30",5968909
547526,"transmit","Noah Corkery","SAS","cross-platform","Rustic Rubber Car",97.02,"AMEX","Male","404 Parisian Way",8773541,"Armstrong, Strosin and Altenwerth",7,"Auerview",83.21,582.47,"SMTP","FL",17354,"3-29-2021","Grocery","21:2:33",true
346070,6939153,"Iva Reichert",91.16,54.08,"Gorgeous Rubber Shoes",2384497,"Visa","Female","75561 Vida Terrace",2139231,"Lakin, O'Connell and Monahan",8,"Melodybury",29.65,237.20,3517987,"ID",36668,"9-10-2021","Toys & Beauty","23:4:43","bluetooth"
305329,88.47,"Arielle Crona DVM",false,true,"Fantastic Steel Shoes",true,"Cash","Male","30202 Kuvalis Alley","auxiliary","Kshlerin DDS",3,"South Alphonso",23.24,69.72,24.35,"IL",12328,"8-17-2021","Baby & Shoes","10:28:36","driver"
810954,true,"Fiona Bogan Jr.",59.64,22.79,"Intelligent Concrete Shoes",false,"Cash","Female","678 Christiansen Center",35.89,"Considine PhD",2,"South Julia",43.40,86.80,false,"CA",92007,"6-12-2021","Sports","21:33:53",true
663912,false,"Lukas Funk Sr.",34.57,97.30,"Rustic Granite Computer",93.77,"EWallet","Female","94766 Stanton Place",56.68,"Larkin-McClure",10,"Lake Tamiastad",14.80,148.00,false,"OR",71913,"10-19-2021","Shoes","3:23:54","hack"
937243,2349647,"Mrs. Leif Legros",1.73,51.72,"Intelligent Granite Shoes","mobile","Cash","Female","19413 Josianne Pass","copy","Auer V",2,"Eleanoremouth",61.36,122.72,3155611,"MT",76095,"2-17-2021","Shoes & Grocery","11:2:10","reboot"
383321,86.49,"Ulises Romaguera",2200862,9161119,"Intelligent Wooden Computer","connecting","EWallet","Female","1785 Annamarie Mountains",6055078,"Larkin-McClure",3,"Beierland",16.19,48.57,18.66,"TX",78082,"5-11-2021","Movies, Music & Industrial","2:19:22","wireless"
208321,true,"Chasity Kub V",96.56,46.83,"Intelligent Concrete Shoes",2010906,"EWallet","Male","460 Philip Row",42.59,"Lakin, O'Connell and Monahan",8,"Orinchester",86.80,694.40,false,"RI",45064,"7-1-2021","Computers, Jewelery & Outdoors","0:16:0",1.82
159509,true,"Jess Marquardt",44.08,30.89,"Small Rubber Chair",5586046,"MasterCard","Female","824 Feest Neck",5421989,"Considine PhD",9,"Davisside",52.44,471.96,true,"NV",11926,"10-17-2021","Grocery, Sports & Shoes","10:26:3",2.84
769982,92.19,"Greg Connelly",false,true,"Gorgeous Concrete Car",67.75,"Cash","Male","430 Schulist Place",31.02,"Kuphal, Spencer and Blanda",5,"Carletonbury",29.99,149.95,27.93,"LA",80568,"10-9-2021","Movies","8:1:34",90.23
844092,true,"Elmer Fritsch",90.16,52.48,"Awesome Steel Computer",true,"MasterCard","Male","58639 Stephany Knolls","compressing","Larkin-McClure",9,"Lake Cindymouth",98.18,883.62,true,"MD",79902,"7-23-2021","Electronics, Movies & Sports","10:45:24",98.52
