Gender,Time,Quantity,State,card,InvoiceId,Store,panel,ProductPrice,Address,CustomerName,Date,Department,PaymentType,system, ,driver,City,PostalCode,Total,Product,transmitter
"Male","20:4:6",10,"MO","neural",970747,"Lakin, O'Connell and Monahan","array",2.16,"987 Julian Centers","Dr. Jamal Donnelly","9-30-2021","Baby, Shoes & Games","EWallet",22.08,"port","neural","East Eleonore",79021,21.60,"Fantastic Rubber Gloves",6.92
"Female","4:1:30",8,"OH",6040205,617550,"McClure, Block and Franecki",7284759,84.99,"17371 Andrew Roads","Rosalind Upton","8-27-2021","Sports","Visa",4030752,5.55,4383149,"Thompsonfurt",58233,679.92,"Ergonomic Steel Chair",3478376
"Male","19:3:18",4,"PA",5.24,976511,"Kshlerin DDS",149923,10.53,"734 Heller Street","Mae Doyle","3-18-2021","Kids","EWallet","protocol","HTTP",87.26,"Merrittport",50798,42.12,"Sleek Concrete Shoes","generating"
"Female","20:44:0",2,"OH",3672872,492020,"McClure, Block and Franecki",22.50,59.27,"845 Afton Lane","Santina Rempel","12-25-2020","Kids, Baby & Grocery","MasterCard",58.10,21.34,4193863,"Pacochachester",61593,118.54,"Incredible Wooden Shoes",true
"Male","16:56:56",7,"ME",83.43,579891,"Wiegand-Tillman",46.01,43.01,"43641 Angel Stream","Jazlyn Emard","9-24-2021","Outdoors, Toys & Tools","Cash",false,32.22,92.33,"Gilbertside",49683,301.07,"Intelligent Rubber Table",false
"Female","18:33:12",2,"KY",false,520584,"McClure, Block and Franecki",97.06,55.69,"4991 Adams Locks","Gene Gutkowski II","7-21-2021","Baby & Beauty","Cash",94.26,80.50,"optical","Laurencehaven",23924,111.38,"Small Granite Chair",false
"Male","20:16:59",4,"IL",true,595630,"Kuphal, Spencer and Blanda","index",5.03,"298 Daugherty Mews","Teagan Bailey","4-18-2021","Games & Tools","MasterCard","auxiliary",65.26,7285664,"Marinaport",51256,20.12,"Ergonomic Concrete Shoes",723322
"Male","23:24:25",10,"HI",3463338,646004,"Kshlerin DDS","bus",82.50,"1118 Kaya Skyway","Ambrose Hodkiewicz","9-2-2021","Computers, Sports & Movies","EWallet",true,7332274,2985074,"Vidalborough",79781,825.00,"Intelligent Steel Gloves",4807255
"Male","12:10:54",10,"RI",6656079,878758,"Larkin-McClure",6919249,93.83,"53197 Milan Fords","Muhammad Kuhlman","2-26-2021","Grocery","Visa",33.89,5810777,71.56,"North Baileeville",50828,938.30,"Sleek Steel Pants",68.42
"Female","6:6:8",8,"NY",63.38,422685,"Parisian, Wolff and Gorczany",59.44,55.94,"293 Predovic Passage","Lourdes Larson","5-6-2021","Clothing","AMEX","matrix",6081602,22.15,"West Cathrine",58555,447.52,"Small Wooden Computer",3086927
"Female","4:8:5",9,"MA",99.20,181958,"Kuphal, Spencer and Blanda",49.44,63.55,"3034 D'Amore Glen","Ms. Carolina Vandervort","5-24-2021","Sports, Computers & Home","MasterCard",1299569,71247,"auxiliary","Hammesmouth",33947,571.95,"Gorgeous Rubber Hat",31.34
"Female","12:40:14",2,"CT","online",197321,"Armstrong, Strosin and Altenwerth",6285565,51.23,"892 Maximillian Course","Jermey Batz","10-1-2021","Music & Health","AMEX",2610959,3141317,"cross-platform","West Keaton",18628,102.46,"Fantastic Plastic Computer",45.33
"Male","11:8:8",9,"SD","compress",422813,"McClure, Block and Franecki",3193718,9.69,"6805 Aurelie Skyway","Gilda Larson","10-20-2021","Tools & Clothing","EWallet",true,true,true,"Chaimshire",77246,87.21,"Small Wooden Computer",16.53
"Female","21:55:26",10,"SC",true,347317,"Kshlerin DDS",true,30.63,"42887 Allie Spurs","Ofelia Heller","6-25-2021","Clothing & Kids","Cash",25.41,false,7031298,"Walterview",67115,306.30,"Intelligent Granite Chair",true
"Male","19:36:26",7,"KS",52.71,984870,"Auer V","synthesizing",36.80,"1670 Micaela Via","Miss Rosario Konopelski","10-16-2021","Grocery, Automotive & Books","EWallet",true,"protocol",true,"Lonnieshire",46172,257.60,"Rustic Wooden Chair",3759297
"Female","20:37:23",2,"ME",63.16,237710,"Kuphal, Spencer and Blanda",true,83.82,"67723 Mike Ferry","Sebastian Rath I","4-24-2021","Health, Toys & Beauty","Visa","array",4649429,71.67,"North Jaunitaland",69713,167.64,"Intelligent Rubber Chair","quantify"
"Female","17:5:31",8,"WA",true,775782,"Lakin, O'Connell and Monahan","hack",28.94,"3930 Ernestine Road","Brady Kling","10-12-2021","Home","Visa",4.24,5404489,30.32,"West Terence",22593,231.52,"Awesome Cotton Gloves","COM"
"Male","20:43:36",9,"IN","open-source",643631,"Wiegand-Tillman",false,91.17,"183 Maximus Throughway","Juvenal Upton","4-13-2021","Garden","MasterCard",4271498,"hard drive",8623240,"New Ressie",89967,820.53,"Fantastic Rubber Shirt",77.41
"Male","6:20:50",4,"GA","interface",971190,"Parisian, Wolff and Gorczany",7838189,51.36,"927 Felicita Port","Miss Aaron Tromp","5-26-2021","Health, Garden & Jewelery","AMEX",33.90,23.18,74.42,"Port Delores",39306,205.44,"Gorgeous Cotton Chair",9.59
"Female","16:25:55",1,"AK",true,673019,"Kuphal, Spencer and Blanda",true,41.63,"17846 Stanton Terrace","Johnson Schumm II","8-8-2021","Tools","MasterCard",1238270,8.04,"bypass","South Ilaside",52536,41.63,"Incredible Concrete Car",true
"Female","17:7:28",2,"VT",43.73,996872,"Considine PhD","circuit",88.54,"18512 Caterina Port","Hipolito Treutel","10-12-2021","Games, Electronics & Home","Cash",6237242,7915443,"quantifying","Andyview",97706,177.08,"Incredible Rubber Hat",6353568
"Male","17:50:48",3,"MS",28.45,357287,"Auer V",5855437,48.65,"6562 Funk Prairie","Emerson Jerde","10-12-2021","Movies","MasterCard","wireless",true,324621,"East Ruby",47051,145.95,"Small Granite Chair",9055513
"Female","0:19:58",1,"TX","navigate",552548,"Kshlerin DDS",11.93,86.02,"289 Haag Mission","Emmanuelle Dickens III","2-17-2021","Books","Cash","synthesizing",false,"GB","Joshuahhaven",37461,86.02,"Incredible Wooden Shirt",84.55
"Female","3:20:0",9,"DE",206703,543266,"Considine PhD",7872604,93.46,"729 Toy Fort","Vicenta Bednar","9-27-2021","Health & Games","EWallet",4134119,true,8005053,"East Micah",65494,841.14,"Awesome Rubber Shoes",5824672
"Female","4:43:4",3,"FL",3180493,347909,"Kuphal, Spencer and Blanda",1906260,39.49,"537 Schmidt Island","Leonardo Mraz","7-22-2021","Outdoors","Cash",false,true,false,"Lake Marc",29526,118.47,"Fantastic Steel Pants",60.24
"Male","22:14:14",6,"NJ",36.15,476414,"Parisian, Wolff and Gorczany",false,27.00,"84582 Cartwright Ford","Doyle O'Hara","8-12-2021","Kids & Toys","Visa",96.36,true,true,"South Janis",26141,162.00,"Practical Concrete Gloves",false
"Male","11:23:54",1,"RI",1038711,542958,"Parisian, Wolff and Gorczany",true,63.01,"25741 Jacobson Hill","Ms. Ray Pfannerstill","7-9-2021","Books","AMEX",true,false,true,"South Adonisfurt",73173,63.01,"Intelligent Concrete Gloves",false
"Male","15:47:43",7,"TX",6343369,623828,"Wiegand-Tillman",false,78.55,"9778 Olson Village","Miss Stanton Miller","10-23-2021","Automotive & Tools","Cash",true,"system",8.21,"South Janice",12202,549.85,"Intelligent Wooden Car",false
"Female","19:9:5",6,"VT","generate",222140,"Kshlerin DDS",true,73.47,"4676 Sasha Throughway","Duane Cartwright","6-29-2021","Industrial & Tools","AMEX","XSS",9480276,8866049,"South Emerson",60618,440.82,"Fantastic Rubber Chair",29.19
"Male","15:43:32",1,"ME","multi-byte",733283,"Parisian, Wolff and Gorczany",31.47,45.36,"1322 Meggie Lane","Trycia Borer","4-10-2021","Automotive, Clothing & Sports","Cash","navigating",true,true,"Tillmanmouth",51756,45.36,"Small Plastic Shirt","online"
"Female","4:48:43",9,"FL",19.96,940479,"Lakin, O'Connell and Monahan",8850387,1.47,"8311 Ella Club","Antone Krajcik","3-22-2021","Beauty, Tools & Music","Cash","calculate",6638566,true,"East Diegobury",33929,13.23,"Practical Wooden Table",65.00
"Female","11:35:52",8,"NM","generate",329706,"McClure, Block and Franecki",76.66,15.75,"8753 Sigurd Shores","Deion Borer MD","10-6-2021","Grocery & Movies","MasterCard",6196399,"SMS","THX","Robertsborough",85167,126.00,"Practical Concrete Gloves",8194404
"Female","17:43:27",6,"MD",65.17,732951,"Armstrong, Strosin and Altenwerth",false,79.70,"41087 Raleigh Port","Maxine Casper","8-11-2021","Games","Cash",24.56,true,64.35,"South Orin",35990,478.20,"Intelligent Plastic Computer",true
"Male","5:0:29",7,"UT",76.99,484331,"Lakin, O'Connell and Monahan",true,32.40,"3948 Waelchi Radial","Nash Rosenbaum","10-21-2021","Industrial, Computers & Electronics","EWallet",62.73,false,true,"Abbigailville",29869,226.80,"Gorgeous Rubber Pants","primary"
"Female","17:34:59",1,"ID",true,107955,"McClure, Block and Franecki",51.49,7.65,"10326 Rempel Summit","Jamaal Koepp","6-5-2021","Tools","EWallet","synthesizing",false,"online","Maudeshire",83581,7.65,"Sleek Cotton Hat",true
"Male","7:55:53",6,"ME","XSS",284575,"Lakin, O'Connell and Monahan",true,10.43,"48496 Minnie Mountain","Domenico Reilly","5-15-2021","Clothing & Books","Visa","HDD",62.33,"copying","Watersbury",29802,62.58,"Gorgeous Granite Pants","calculating"
"Female","18:5:43",7,"UT",6297664,605105,"McClure, Block and Franecki",3284536,58.67,"3685 Miller Well","Mr. Alvena Gerhold","3-4-2021","Jewelery","Cash",5766110,3063681,2164248,"Jaylantown",96076,410.69,"Rustic Granite Chair","capacitor"
"Female","22:41:34",1,"AR",3508958,413296,"Auer V",true,82.20,"3494 Jacinto Road","Julia Lubowitz II","10-22-2021","Shoes, Sports & Baby","AMEX","1080p",67.06,27.41,"Gregoryfort",62935,82.20,"Gorgeous Granite Shoes",63.01
"Male","3:40:32",10,"GA",556100,634904,"Parisian, Wolff and Gorczany",65.85,71.46,"30709 Mann Haven","Lonnie Leffler V","9-5-2021","Sports, Health & Kids","Visa",1373331,true,false,"Bernadettefurt",45601,714.60,"Small Cotton Chair",74.75
"Male","2:26:19",6,"KS","interface",609498,"Wiegand-Tillman","USB",56.71,"53680 Jaquan Via","Rowena Huel MD","7-9-2021","Garden, Beauty & Sports","MasterCard","bluetooth",false,62.96,"Toychester",81974,340.26,"Ergonomic Plastic Computer",99.28
"Female","17:20:24",2,"TX",true,424505,"McClure, Block and Franecki",false,7.62,"354 Hartmann Crest","Joe Larkin Sr.","9-30-2021","Sports & Kids","MasterCard",98.80,true,false,"Sengerland",30828,15.24,"Practical Wooden Table",true
"Female","1:3:28",4,"NE",63.63,509905,"Auer V",false,72.21,"2728 Doyle Cove","Emmie Wyman","10-13-2021","Electronics & Shoes","Cash",9121873,8.70,"firewall","West Etha",30152,288.84,"Awesome Wooden Gloves","connect"
"Male","16:14:3",2,"ME","capacitor",751616,"Parisian, Wolff and Gorczany",7182690,77.32,"16091 Huels Haven","Litzy Lockman","3-30-2021","Computers, Kids & Jewelery","MasterCard","CSS",33.72,"synthesize","East Eleanore",75205,154.64,"Incredible Plastic Shirt",19.53
"Female","19:48:50",6,"IL",3334513,676431,"Larkin-McClure","transmit",28.35,"6557 Van Hills","Manley Heller DDS","10-13-2021","Health & Music","MasterCard",55.61,"navigating",true,"Bettieshire",17322,170.10,"Rustic Steel Shoes","cross-platform"
"Male","4:24:33",10,"VA",56.91,849942,"Kuphal, Spencer and Blanda","firewall",34.02,"893 Sarina Knoll","Mr. Brooks Kunde","7-9-2021","Outdoors","MasterCard","hacking",true,3349496,"Gladystown",28856,340.20,"Gorgeous Plastic Chair","navigate"
"Male","0:19:56",10,"LA",78.04,570454,"Larkin-McClure","backing up",53.88,"1183 Feeney Trace","David Dietrich","10-17-2021","Electronics","AMEX",37.64,true,3801197,"Demetriuschester",64397,538.80,"Small Granite Shirt",13.37
"Female","2:1:26",10,"UT",true,933315,"Kshlerin DDS",true,85.09,"57860 Bailey Islands","Paxton Simonis","12-27-2020","Industrial, Kids & Automotive","EWallet",76.20,true,8125959,"West Tannerchester",52847,850.90,"Sleek Wooden Hat",true
"Male","21:51:26",10,"TX","SSL",415140,"Kuphal, Spencer and Blanda",64.18,78.61,"7779 Jerel Plaza","Miss Ole Mann","10-19-2021","Beauty, Outdoors & Industrial","AMEX","EXE",true,52.74,"North Vitaton",38401,786.10,"Rustic Rubber Shoes","copy"
"Female","20:27:3",2,"FL",52.07,867854,"McClure, Block and Franecki",88.44,28.44,"32515 Ferry Crossing","Alberta Oberbrunner","7-8-2021","Games, Industrial & Books","MasterCard",false,1.53,"bypass","North Camden",25832,56.88,"Intelligent Rubber Hat",false
"Male","15:57:3",9,"NJ",1584441,574790,"Larkin-McClure",2715201,27.40,"94285 Sydnie Neck","Antone Simonis","8-4-2021","Games","Cash",7449330,26.08,"digital","Port General",76721,246.60,"Fantastic Rubber Car",47.80
"Male","3:46:10",7,"WA","bypassing",659185,"Considine PhD",4704607,80.10,"30228 Schulist Plains","Amely Wiegand","10-16-2021","Games, Books & Outdoors","AMEX",130596,2219876,"quantify","East Flavio",10057,560.70,"Intelligent Wooden Table",false
"Female","21:11:46",6,"MD","back up",410009,"Considine PhD","navigating",92.91,"338 Augusta Throughway","Tressie Kertzmann","8-14-2021","Home","AMEX",71.84,2192984,6923446,"Conroyborough",92063,557.46,"Small Wooden Computer",9477731
"Male","1:21:36",1,"WI",63.65,869918,"Lakin, O'Connell and Monahan",87.13,40.69,"2232 Alessandra Turnpike","Ruthe Kutch","9-20-2021","Grocery","Visa",true,82.24,4804437,"Savionmouth",67966,40.69,"Rustic Steel Shoes",3576446
"Male","1:22:20",2,"MO",72.30,485006,"Considine PhD",8.07,49.46,"152 Rogers Roads","Miss Alanna Kertzmann","8-14-2021","Baby & Garden","MasterCard",false,20.95,84.48,"Minniemouth",86063,98.92,"Small Rubber Table",20.05
"Female","4:25:19",4,"HI",true,258852,"Kshlerin DDS",59.30,17.32,"889 Yazmin Drive","Brown Swaniawski","8-6-2021","Computers","Visa",true,false,7.95,"Alexanderbury",41147,69.28,"Intelligent Granite Shoes",false
"Male","2:8:27",10,"AR",97.43,530198,"Wiegand-Tillman",60.39,24.90,"8544 Jett Lodge","Torey Bergnaum","1-15-2021","Automotive, Toys & Kids","Cash","bluetooth",20.02,false,"Jenkinsfort",34309,249.00,"Practical Granite Shirt",3814180
"Female","14:31:52",6,"AZ",22.44,888810,"Wiegand-Tillman",84.84,77.33,"89929 Leffler Forges","Ludie Adams","10-19-2021","Kids","AMEX","SMS",71.05,7372237,"Melvinchester",31166,463.98,"Rustic Cotton Table",8215704
"Female","10:19:42",3,"MS","capacitor",286157,"Wiegand-Tillman",69.57,54.82,"86915 Wehner Plaza","Roma Yundt","10-10-2021","Industrial, Grocery & Movies","MasterCard",3647806,"synthesizing","feed","West Angelinestad",77920,164.46,"Small Wooden Pants",51.59
"Female","4:31:44",1,"NY",7040873,476798,"Kuphal, Spencer and Blanda","application",30.33,"45550 Marvin Center","Chaz Parker","10-14-2021","Computers, Music & Jewelery","AMEX",7225044,"array",585384,"Ellieberg",82813,30.33,"Awesome Plastic Chair","auxiliary"
"Female","23:50:15",6,"SC",true,263710,"McClure, Block and Franecki",false,5.23,"3153 Ernser Harbor","Lorenzo Borer","10-13-2021","Toys & Industrial","MasterCard",6207118,27.58,true,"North Murphyland",50394,31.38,"Sleek Steel Chair",false
"Female","18:51:52",2,"AK",93.75,295788,"Kshlerin DDS",53.60,33.75,"7114 Loma Bridge","Maryse Lang","8-18-2021","Kids, Books & Movies","AMEX",1833864,false,"input","Lake Odellborough",80947,67.50,"Incredible Steel Hat",65.04
"Female","21:12:58",5,"TX",78.57,499108,"Larkin-McClure",true,72.49,"56847 O'Reilly Branch","Dr. Viola Gerhold","7-13-2021","Tools","Visa",false,63.49,14.62,"South Ardith",99993,362.45,"Incredible Concrete Car",77.00
"Female","22:59:59",3,"ID",53.45,319007,"Parisian, Wolff and Gorczany","capacitor",58.75,"78053 Streich Vista","Ruby Schuster","6-28-2021","Toys","AMEX",true,true,false,"Port Aubree",10944,176.25,"Awesome Granite Shoes",61.82
"Male","18:19:21",7,"NH",2964839,138011,"Armstrong, Strosin and Altenwerth",74.23,31.67,"79989 Zulauf Estates","Mrs. Odessa Mante","10-23-2021","Outdoors & Movies","AMEX",70.72,"mobile",false,"Lysanneview",60423,221.69,"Small Cotton Hat",false
"Male","17:41:12",10,"AL",35.57,821880,"McClure, Block and Franecki",58.98,73.13,"289 General Drives","Franz Tillman","3-5-2021","Garden, Sports & Jewelery","Visa",7203030,"connect",3937747,"Daisyview",20847,731.30,"Incredible Rubber Hat",17.14
"Female","23:22:15",1,"NV",8289949,291965,"Kshlerin DDS","bandwidth",67.90,"818 Hahn Isle","Pinkie Trantow MD","10-11-2021","Health","Visa","USB",49.29,"EXE","New Cruz",83268,67.90,"Incredible Plastic Gloves","virtual"
"Male","17:57:38",10,"MI",true,467312,"Auer V","bus",44.28,"3173 Mraz Course","Mr. Bernadine Nikolaus","9-15-2021","Grocery","Visa",46.94,680525,"monitor","North Telly",50168,442.80,"Awesome Cotton Shoes","compressing"
"Female","20:28:30",1,"IA",45.56,102745,"Lakin, O'Connell and Monahan",8.62,8.73,"75972 Yundt Pine","Hattie Padberg","4-30-2021","Tools & Computers","Cash",5.76,1273292,true,"West Chancemouth",33098,8.73,"Intelligent Granite Shoes",false
"Female","6:19:50",3,"MS",70.57,103816,"Considine PhD",false,83.84,"93708 Wehner Square","Alaina Buckridge DDS","9-18-2021","Movies, Garden & Music","Visa",false,true,false,"Brainview",60742,251.52,"Rustic Cotton Car",28.76
"Female","23:20:56",3,"WA",true,359932,"Considine PhD",7.75,86.83,"199 Pouros Freeway","Elisha Pollich DVM","4-24-2021","Clothing","Visa",4.33,93.59,56.94,"North Oswald",97527,260.49,"Fantastic Granite Chair",7.58
"Male","11:23:18",6,"AR",96.13,867842,"Armstrong, Strosin and Altenwerth",19.60,84.22,"79572 Brakus Shores","Miss Leola Luettgen","3-2-2021","Home","MasterCard",4735542,"XSS",true,"South Michaela",65025,505.32,"Rustic Granite Hat",2409302
"Male","19:54:42",6,"ID",false,536428,"Considine PhD",71.05,76.87,"8578 Laney Rest","Kenna McDermott","8-27-2021","Health & Tools","Visa","bandwidth",57.16,7067447,"Vivianneshire",97839,461.22,"Ergonomic Wooden Pants","compress"
"Female","6:23:28",1,"AL",294016,806346,"Larkin-McClure",8799456,41.80,"481 Tillman Shore","Carolina Nader","9-6-2021","Toys","Visa",6056830,964713,460697,"New Brennon",28268,41.80,"Incredible Granite Pants",2043326
"Female","22:58:22",2,"MO","optical",970338,"Kshlerin DDS",true,2.90,"5050 Rice Stravenue","Kristoffer Frami","8-21-2021","Beauty","MasterCard","navigating",4225613,432808,"East Delphaton",67874,5.80,"Rustic Concrete Pants",84.52
"Male","15:23:41",9,"PA",1526625,677058,"Kshlerin DDS","optical",67.11,"78407 Kovacek Forges","Amya Runolfsdottir","7-28-2021","Games & Automotive","EWallet",23.74,86.01,5076633,"Myahmouth",25375,603.99,"Sleek Wooden Computer",97.06
"Female","21:39:1",7,"VA",true,660390,"Wiegand-Tillman",12.43,55.25,"11192 Aurelia Cliffs","Nova Pouros IV","6-11-2021","Automotive, Grocery & Outdoors","Visa",true,4805059,84.75,"Glenmouth",54577,386.75,"Practical Cotton Computer",20.71
"Male","18:48:3",7,"KY",0.30,657064,"Considine PhD",true,91.20,"9765 Watsica Valley","Leilani Bogisich","8-27-2021","Clothing & Computers","EWallet",true,46.15,"input","South Alexa",17595,638.40,"Small Granite Computer","copy"
"Female","19:37:25",8,"OH",true,537671,"Considine PhD",true,67.96,"5578 Kunze Camp","Hailee Abbott","5-31-2021","Computers","AMEX",true,"SMTP",60.46,"Kileyberg",96583,543.68,"Incredible Granite Gloves",8188746
"Female","11:14:24",4,"WA","online",132378,"McClure, Block and Franecki",true,16.91,"597 Sydnee Oval","Miss Maurice Bailey","10-25-2021","Outdoors","Cash",7364829,"reboot",true,"East Sigrid",14908,67.64,"Sleek Wooden Computer",3765606
"Female","10:17:57",7,"IL",4390729,118565,"Armstrong, Strosin and Altenwerth","auxiliary",25.57,"785 Schmidt Drives","Noemy Williamson","10-23-2021","Automotive, Health & Toys","Visa",5661552,true,8669849,"South Vincenza",62595,178.99,"Awesome Granite Gloves","XSS"
"Female","13:15:40",6,"ME",95.48,576181,"Armstrong, Strosin and Altenwerth",6892157,43.43,"70059 Little Trail","Horacio Lindgren DDS","4-1-2021","Shoes","Visa","connecting",false,"mobile","Ocieland",63795,260.58,"Ergonomic Plastic Hat",true
"Male","10:28:4",6,"DE",92.95,381716,"Lakin, O'Connell and Monahan","reboot",97.42,"6016 Leannon Ferry","Mrs. Jerrell Kuvalis","10-9-2021","Books, Kids & Shoes","EWallet",false,true,65.55,"Lake Dinostad",37723,584.52,"Fantastic Plastic Car","pixel"
"Male","16:43:7",1,"VT",true,324686,"Auer V","feed",60.57,"26456 Margie Plaza","River Olson V","7-24-2021","Shoes, Garden & Sports","Cash",false,2866098,true,"Hicklemouth",84567,60.57,"Incredible Plastic Chair","haptic"
"Female","3:48:25",10,"MN",36.14,983447,"Lakin, O'Connell and Monahan",false,27.84,"61421 Chase Mountain","Adah Heaney Sr.","10-3-2021","Music & Books","EWallet",false,84.72,true,"Kohlerstad",23901,278.40,"Awesome Granite Car",97.44
"Male","16:14:35",10,"MO",true,350741,"Larkin-McClure","TCP",73.33,"168 Noemi Green","Willy Harvey","9-12-2021","Games & Jewelery","AMEX",4868973,35.97,false,"South Aleen",37410,733.30,"Fantastic Rubber Car",6148645
"Female","10:22:2",8,"MS","navigate",296596,"Considine PhD",true,95.62,"8247 Cedrick Falls","Ena Schamberger","10-1-2021","Sports","MasterCard",2771839,"override",2926156,"West Missouri",13565,764.96,"Fantastic Plastic Pants",5342743
"Male","21:10:58",2,"MA","system",741938,"Armstrong, Strosin and Altenwerth",46.13,61.95,"4920 Hans Corners","Gracie O'Conner","8-4-2021","Sports","Cash",true,"navigating",2628212,"South Deion",68078,123.90,"Rustic Wooden Gloves",6534007
"Female","11:31:32",5,"AR","multi-byte",515249,"Larkin-McClure","capacitor",42.98,"39725 Gregoria Estates","Mrs. Cornell Lowe","8-17-2021","Toys, Outdoors & Grocery","MasterCard",7438395,3903933,"digital","North Mollieview",55587,214.90,"Awesome Steel Shoes",true
"Male","2:11:50",2,"NH",569012,926342,"Kshlerin DDS","neural",3.75,"15948 Bailey Tunnel","Vicky Emard","10-22-2021","Clothing, Computers & Beauty","Visa",6370309,3433248,true,"North Alf",97744,7.50,"Rustic Concrete Gloves","multi-byte"
"Male","20:37:25",5,"HI",false,782267,"Lakin, O'Connell and Monahan",true,32.46,"5221 Brisa Alley","Miss Dexter Upton","4-29-2021","Grocery & Tools","MasterCard",true,"bluetooth","input","New Tyreekview",57826,162.30,"Practical Steel Shoes",6802708
"Male","21:31:14",6,"VT","override",749439,"McClure, Block and Franecki","panel",76.03,"98864 Casandra Station","Loma Doyle DDS","10-14-2021","Automotive & Sports","Visa",47.53,36.78,0.14,"North Micaelatown",87601,456.18,"Incredible Wooden Pants",23.17
"Male","23:23:55",2,"WI",true,452150,"Considine PhD",62.42,52.42,"4862 Shanahan Plaza","Miss Louisa Farrell","8-17-2021","Movies","Cash",8108637,"IB",false,"Pfefferview",69184,104.84,"Practical Rubber Chair","primary"
"Female","0:43:40",8,"NH","pixel",371144,"Considine PhD","SAS",59.95,"6388 Larson Islands","Samantha Berge","6-4-2021","Beauty & Jewelery","MasterCard",83.33,1861696,35.62,"New Arthur",91399,479.60,"Gorgeous Plastic Shoes","quantifying"
"Female","13:25:35",8,"WI",74.37,181879,"Wiegand-Tillman",97.82,40.54,"57021 Magnus View","Price Gutmann","9-15-2021","Music","EWallet",1200203,"system",true,"East Dangelotown",38102,324.32,"Small Plastic Shirt",9196540
"Female","2:51:14",2,"MD","port",225556,"Armstrong, Strosin and Altenwerth",4364695,15.33,"42182 Gertrude Highway","Lina Miller","2-7-2021","Jewelery, Beauty & Shoes","Visa",5427377,"SCSI",850860,"Emmerichport",61420,30.66,"Small Rubber Hat",4632997
"Male","18:12:46",8,"NH",9467897,974827,"Parisian, Wolff and Gorczany","array",55.40,"50462 Jedediah Roads","Mr. Jailyn Larkin","8-10-2021","Electronics & Movies","Cash",97.05,true,"calculating","Lennieside",18291,443.20,"Fantastic Wooden Chair",82.31
"Male","20:53:14",6,"GA",false,352596,"Kuphal, Spencer and Blanda",true,74.16,"7126 Kertzmann Inlet","Cristopher McCullough","10-21-2021","Games, Shoes & Industrial","Cash","overriding",true,4969559,"North Garfield",53317,444.96,"Practical Granite Shirt",20.47
"Male","19:12:11",3,"TN",73.44,566621,"McClure, Block and Franecki",9.41,15.05,"9190 Grant Haven","Mr. Dortha Monahan","10-1-2021","Jewelery","AMEX",false,65.69,2054342,"South Alek",40567,45.15,"Sleek Rubber Car",51.92
"Female","18:50:51",9,"ME",true,551797,"Kuphal, Spencer and Blanda",27.77,67.60,"763 Clementina Circles","Josianne Klein","8-29-2021","Jewelery & Home","Visa",64.13,true,false,"East Vincenzaside",75223,608.40,"Small Plastic Gloves",false
"Male","12:58:39",6,"UT",88.94,802889,"Considine PhD",52.01,80.49,"502 Cummings Skyway","Pearlie Hudson","10-24-2021","Games & Electronics","AMEX","array",35.12,true,"Lake Mireilleshire",54448,482.94,"Small Cotton Pants",false
"Female","23:4:29",6,"NE",6673421,980568,"Kshlerin DDS","compress",30.70,"664 Dion Centers","Fletcher Hartmann","7-23-2021","Electronics, Tools & Beauty","Visa",72.41,59.34,false,"West Grayce",34525,184.20,"Sleek Granite Shoes",false
"Male","18:15:7",5,"SC",5023907,901189,"Larkin-McClure",false,85.26,"8053 Rudy Port","Christ Rice","6-10-2021","Books & Jewelery","Visa","GB","auxiliary",5363485,"Burdettestad",41418,426.30,"Rustic Plastic Gloves","bus"
"Male","17:31:52",10,"WI",4739231,405770,"Parisian, Wolff and Gorczany",8295700,71.14,"56474 Ortiz Square","Zelma Nikolaus","8-4-2021","Outdoors, Health & Games","MasterCard",4693502,7880826,8716407,"East Elsie",75473,711.40,"Fantastic Granite Computer",7.96
"Female","19:1:33",6,"TN",true,696204,"Auer V",true,61.42,"459 Priscilla Route","Mrs. Erin Kertzmann","10-18-2021","Shoes, Toys & Automotive","Cash",true,"EXE",true,"New Maritza",84373,368.52,"Small Concrete Hat",32.99
"Male","21:1:25",1,"WI",false,963313,"McClure, Block and Franecki",true,58.30,"503 Flatley Island","Shaylee Lockman","9-3-2021","Tools, Beauty & Clothing","Cash",41.37,5214590,3210831,"North Fiona",69300,58.30,"Ergonomic Steel Shoes",true
"Male","3:13:43",1,"NJ",true,568176,"McClure, Block and Franecki",29.69,28.81,"34354 Arthur Light","Miss Leone Hamill","8-13-2021","Electronics","EWallet",true,15.90,78.37,"Chaddside",12784,28.81,"Awesome Wooden Chair",false
"Female","1:39:44",3,"MS",91.00,666576,"Kuphal, Spencer and Blanda",41.24,16.09,"64284 Herzog Land","Carolyn Zboncak","8-11-2021","Books","Visa",false,67.14,"calculating","Keelingburgh",73403,48.27,"Gorgeous Granite Shoes",true
"Male","21:31:52",6,"OK",3180431,188755,"Auer V",false,77.27,"6194 Rey Stream","Mrs. Frankie Collier","12-17-2020","Health","AMEX",6633248,"generate",1.16,"East Cielo",67060,463.62,"Incredible Rubber Chair",37.15
"Male","23:37:32",7,"IL","USB",706612,"Considine PhD",40.40,76.34,"1581 Alessandra Stream","Miss Eloy Lakin","6-2-2021","Electronics, Jewelery & Grocery","EWallet","compressing",true,"online","Delilahport",16231,534.38,"Intelligent Rubber Chair",5725811
