PostalCode,PaymentType,capacitor,CustomerName,Date,Product,card,Gender,hard drive, ,Quantity,City,Total,ProductPrice,Address,monitor,panel,InvoiceId,Store,Department,Time,State
11811,"MasterCard",7508218,"Golden Kreiger","10-24-2021","Fantastic Granite Gloves",true,"Male",7526379,false,1,"Stantontown",36.15,36.15,"5246 Wuckert Burgs",true,23.37,656565,"Armstrong, Strosin and Altenwerth","Computers, Baby & Kids","6:40:30","HI"
94045,"Visa",37.26,"Keenan Cruickshank I","10-8-2021","Rustic Steel Table",true,"Male",true,true,6,"Vitaberg",18.12,3.02,"24458 King Lake",45.83,true,486051,"Auer V","Books","7:31:6","MD"
24498,"Cash",false,"Dr. Lilla Cummerata","3-20-2021","Fantastic Plastic Pants",5539755,"Female",true,4274746,10,"Wardchester",193.00,19.30,"20813 Raynor Estate",false,66.35,157279,"Wiegand-Tillman","Health & Tools","1:16:56","OH"
82267,"Cash",79.09,"Johanna Steuber","10-3-2021","Gorgeous Wooden Gloves",15.06,"Female",6484599,2314582,9,"Mariestad",78.66,8.74,"11997 Kuvalis Glens",true,51.14,239899,"Wiegand-Tillman","Tools","8:18:46","AK"
55542,"Visa",true,"Rachelle Farrell PhD","9-21-2021","Practical Granite Table","ADP","Female","GB",32.30,7,"North Andreview",612.43,87.49,"47639 Stroman Spur",7531391,"capacitor",411270,"Armstrong, Strosin and Altenwerth","Outdoors","17:11:47","AL"
28033,"MasterCard",44.52,"Harrison Hoeger","10-12-2021","Small Cotton Shoes",905861,"Male","transmit",17.07,2,"Port Aliya",26.30,13.15,"8434 Augustine Meadows",13.99,77.26,754317,"Wiegand-Tillman","Health, Books & Jewelery","5:5:13","MN"
30971,"MasterCard",25219,"Mr. Victor Green","1-11-2021","Ergonomic Cotton Hat",true,"Male",12.55,75.70,10,"Ottishaven",608.60,60.86,"57833 Jimmy Knolls",5478718,false,145729,"Considine PhD","Garden & Jewelery","23:36:17","NV"
74957,"AMEX",50.49,"Helen Donnelly","4-16-2021","Practical Wooden Car",73.54,"Male",false,1331094,8,"North Ronside",505.76,63.22,"924 Ruecker Oval",false,13.14,924536,"McClure, Block and Franecki","Jewelery & Clothing","10:44:56","FL"
87948,"Visa",5927230,"Anika Kertzmann","8-14-2021","Fantastic Rubber Pants",97.99,"Female",48.45,37.71,1,"Paucekport",22.36,22.36,"86051 Bernier Prairie",false,true,259725,"McClure, Block and Franecki","Kids","9:38:57","ND"
41133,"Cash",false,"Mr. Stephen Heaney","6-24-2021","Small Granite Car",true,"Female",true,"backing up",10,"West Mauricefurt",525.70,52.57,"9439 Green Cliff",7418114,48.56,515963,"Wiegand-Tillman","Shoes, Games & Electronics","12:44:24","CA"
43214,"Visa",8780940,"Cesar Hahn","10-21-2021","Practical Wooden Computer",false,"Male",true,4187382,2,"Stehrburgh",7.74,3.87,"120 Madisen Forks",5898822,"synthesize",285152,"Auer V","Electronics","4:12:59","OR"
54558,"EWallet",true,"Britney Roberts","7-14-2021","Practical Concrete Shoes",false,"Male",8260047,2090388,8,"Jewelshire",796.48,99.56,"968 Thompson Landing",true,5933076,498334,"McClure, Block and Franecki","Books & Baby","5:42:10","ID"
45514,"Visa","firewall","Monroe Brekke","10-18-2021","Ergonomic Rubber Chair","quantifying","Female","cross-platform",28.72,8,"Farrellfort",326.96,40.87,"71377 Anika Ports","copy",88.88,866424,"Larkin-McClure","Health","22:43:26","WV"
95708,"AMEX",false,"Erika Price","8-13-2021","Intelligent Wooden Car",false,"Male",false,"XSS",10,"North Rhiannamouth",630.70,63.07,"3997 Lesch Shoal",56.63,7.06,219541,"Lakin, O'Connell and Monahan","Games","17:21:5","UT"
39384,"Cash",56.73,"Chester Mosciski","3-16-2021","Ergonomic Granite Gloves","override","Male","neural",24.73,7,"South Drewfort",50.40,7.20,"1342 Ramona Center","generating","AI",270537,"Kuphal, Spencer and Blanda","Outdoors","5:22:27","CO"
10270,"AMEX",97.34,"Kendra Feest","9-7-2021","Rustic Cotton Pants",false,"Male",23.32,true,10,"North Fern",114.20,11.42,"89352 Jovanny Mall",6.42,false,226909,"Kshlerin DDS","Jewelery & Electronics","6:42:42","WA"
92436,"AMEX",true,"Mrs. Gisselle Larkin","4-18-2021","Intelligent Plastic Hat",8.19,"Male",4505573,true,8,"Lake Jordyn",213.92,26.74,"32362 Koch Mount",false,true,397056,"Larkin-McClure","Kids, Clothing & Electronics","16:13:8","ID"
52748,"Visa","calculating","Caitlyn Bahringer","7-18-2021","Sleek Wooden Shirt","PCI","Female","PCI","PNG",4,"New Chelsey",386.16,96.54,"60904 Desmond Villages","ADP",true,657019,"Armstrong, Strosin and Altenwerth","Home & Books","12:56:23","SD"
68569,"EWallet","feed","Cory Howe Sr.","4-10-2021","Intelligent Rubber Table","port","Male",3123274,"navigate",7,"Langfort",323.89,46.27,"511 Wolf Ford",true,5299315,347750,"Kshlerin DDS","Clothing & Industrial","16:13:58","NY"
87561,"Visa",8012063,"Aubrey Harber III","10-3-2021","Practical Granite Chair",2469626,"Male",5101392,"JSON",9,"Hickleshire",280.08,31.12,"1916 Kim Loaf",396677,"program",125122,"Parisian, Wolff and Gorczany","Sports","23:12:33","NJ"
47617,"EWallet",69.56,"Chauncey Wehner","7-3-2021","Awesome Steel Table",93.02,"Male",true,"hack",2,"New Carlihaven",199.34,99.67,"318 Trantow Springs",7835012,559325,240143,"Kuphal, Spencer and Blanda","Outdoors, Beauty & Automotive","20:35:25","IN"
22247,"Cash",81.32,"Jakayla Heller","9-28-2021","Intelligent Steel Table",false,"Male",false,"interface",2,"McCulloughton",60.16,30.08,"1732 Brown Landing","indexing",false,374567,"Kuphal, Spencer and Blanda","Home","22:42:38","OH"
35097,"Visa",1298095,"Lola Hahn","6-12-2021","Intelligent Concrete Pants",false,"Male",false,27.16,3,"Kuhlmanstad",259.95,86.65,"4941 Rosario Summit",48.24,true,768248,"Kuphal, Spencer and Blanda","Outdoors","14:10:35","NV"
31117,"EWallet","SAS","Ms. Deion Cummings","4-16-2021","Fantastic Granite Computer",true,"Male",49.61,true,5,"Port Jerad",123.35,24.67,"40864 Auer Locks",true,"panel",372812,"McClure, Block and Franecki","Garden, Music & Grocery","17:59:41","OH"
88837,"MasterCard","quantifying","Miss Selina Hamill","10-14-2021","Small Steel Shoes","interface","Female",2167414,false,7,"Jalenfurt",321.30,45.90,"32006 Milan Curve",56.94,true,452256,"Armstrong, Strosin and Altenwerth","Toys, Jewelery & Grocery","1:8:54","SD"
38834,"AMEX",5026494,"Carissa Beatty","10-4-2021","Intelligent Granite Shirt",6558487,"Male","synthesize",false,8,"Janisshire",363.52,45.44,"801 Kemmer Road",5867577,"solid state",632379,"Kuphal, Spencer and Blanda","Electronics & Baby","0:20:3","LA"
17449,"EWallet",true,"Paul Emard","7-11-2021","Intelligent Steel Shirt","FTP","Male",43.26,"transmit",4,"Crooksland",193.20,48.30,"74209 Ryleigh Light",38.99,7356644,188273,"McClure, Block and Franecki","Baby, Sports & Industrial","15:29:15","IL"
84634,"Cash","synthesize","Eliza Heathcote","10-18-2021","Intelligent Concrete Chair",1366903,"Female","bandwidth",931558,5,"New Taryn",38.95,7.79,"22877 Crona Valleys",true,"copy",327219,"Lakin, O'Connell and Monahan","Health, Shoes & Sports","6:12:30","KY"
66521,"AMEX","generate","Mr. Angelina Marquardt","2-20-2021","Fantastic Rubber Computer",35.22,"Male",false,48.84,7,"Bechtelarport",48.23,6.89,"5568 Rickie Hills","RAM","calculating",920249,"Larkin-McClure","Movies & Automotive","16:14:34","CA"
74883,"EWallet",84.52,"Tito Pollich","8-27-2021","Rustic Wooden Computer","primary","Male",true,33.57,8,"Lake Manuelchester",22.72,2.84,"76688 Julio Throughway",3507260,true,478052,"Auer V","Beauty, Electronics & Shoes","15:7:18","IN"
82269,"MasterCard",false,"Daisha White III","10-7-2021","Awesome Wooden Gloves",true,"Female",9136702,5861128,5,"South Brialand",385.15,77.03,"52640 Fay Key","sensor",23.86,787442,"Considine PhD","Beauty","8:49:28","MA"
29413,"EWallet","card","Will Funk","10-24-2021","Intelligent Wooden Gloves","calculate","Male",true,4695253,10,"South Joanniehaven",8.60,0.86,"1284 Doyle Common",218218,"USB",838100,"Lakin, O'Connell and Monahan","Books & Shoes","18:56:55","NJ"
69024,"Visa","redundant","Angelo Hermann","6-16-2021","Fantastic Plastic Shoes",6311845,"Female",3077154,6947744,8,"Kemmermouth",138.48,17.31,"85157 Weber Avenue",824425,"XSS",722158,"Parisian, Wolff and Gorczany","Beauty & Clothing","11:13:31","SC"
30091,"AMEX",51.52,"Leonardo Runolfsdottir","3-15-2021","Rustic Rubber Pants",3402661,"Female","IB",false,9,"Port Myrtle",455.76,50.64,"997 Claude Burg",4811013,"auxiliary",822452,"McClure, Block and Franecki","Sports","19:20:28","TN"
34568,"EWallet",1883455,"Mr. Shania Swaniawski","10-21-2021","Gorgeous Concrete Shirt","array","Female",3421826,58.44,4,"Leannonfurt",38.28,9.57,"8788 Norris Summit",82.68,true,972854,"Kshlerin DDS","Movies, Tools & Music","22:58:13","NE"
26626,"Visa",false,"Eli Kerluke","10-11-2021","Ergonomic Steel Chair",true,"Male",2323418,70.87,5,"Port Modesto",413.60,82.72,"181 Johnson Street",6.82,true,831692,"Auer V","Music & Industrial","0:15:58","WV"
80210,"AMEX","generating","Cloyd Reichert DDS","9-4-2021","Practical Granite Chair",8052011,"Female","FTP",68.13,4,"Rennerview",191.80,47.95,"9876 Dennis Turnpike",true,54.53,512934,"Considine PhD","Computers & Baby","19:28:9","NC"
45357,"Visa",false,"Theresia Gerhold","1-14-2021","Gorgeous Rubber Pants","redundant","Female","bluetooth",52.90,3,"Laurinestad",179.07,59.69,"97932 Schulist Well",9312558,"overriding",768389,"Considine PhD","Garden & Shoes","0:35:45","AL"
46706,"EWallet","haptic","Natasha Mann","10-14-2021","Intelligent Plastic Computer",true,"Male",4042257,false,7,"Hegmannstad",606.62,86.66,"2358 Sauer Row",false,23.54,172728,"Armstrong, Strosin and Altenwerth","Sports & Toys","18:44:47","DE"
23747,"Visa",310084,"Riley Flatley","10-2-2021","Awesome Cotton Car",2185916,"Male","digital",22.49,9,"Lake Yasmin",324.36,36.04,"49665 Yvette Loop",5877776,3044204,565764,"McClure, Block and Franecki","Industrial","22:46:21","MN"
62906,"MasterCard","back up","Jessika Jerde Jr.","10-15-2021","Rustic Concrete Car",30.47,"Female",6508139,5941927,4,"South Ubaldo",37.72,9.43,"196 Rohan Valleys",89.28,556828,726869,"Larkin-McClure","Grocery","14:47:3","NJ"
89668,"AMEX",3070581,"Ms. Kaylie Hauck","8-21-2021","Awesome Steel Shoes","wireless","Male",48.06,763104,9,"North Rosachester",836.82,92.98,"541 Karl Estates",9379811,"transmit",574687,"Armstrong, Strosin and Altenwerth","Electronics, Games & Outdoors","22:30:24","RI"
28436,"Visa",3470624,"Easter Russel II","10-13-2021","Small Rubber Pants",2169685,"Female",72.30,7033872,4,"Schneiderport",12.60,3.15,"69363 Lang Views",false,21.48,287067,"Kuphal, Spencer and Blanda","Sports","21:29:3","UT"
87144,"MasterCard",false,"Mr. Adaline Mills","6-24-2021","Fantastic Wooden Table",6856925,"Female",true,true,3,"Port Uniqueberg",246.54,82.18,"165 Palma Union",false,"generate",292020,"Wiegand-Tillman","Games","1:25:31","NY"
80204,"Cash",false,"Eduardo Casper","7-2-2021","Small Concrete Chair",false,"Female",true,false,6,"Presleyborough",91.02,15.17,"3129 Gregorio Mall",94.40,false,975668,"Kshlerin DDS","Games, Clothing & Shoes","8:44:17","WA"
35710,"MasterCard","circuit","Miss Keith Hauck","7-31-2021","Ergonomic Steel Pants",4509005,"Female","quantifying",83.10,3,"Felipebury",119.46,39.82,"7267 Bo Ramp",true,5510469,484073,"Considine PhD","Movies & Sports","19:20:27","NJ"
11929,"Cash",18.38,"Toni Robel","8-21-2021","Ergonomic Rubber Pants",false,"Male","solid state","hack",2,"West Jaydaville",167.96,83.98,"320 Legros Pines","RSS",true,748364,"Kshlerin DDS","Garden & Movies","8:11:31","AK"
34255,"AMEX",true,"Shannon Baumbach","6-13-2021","Gorgeous Steel Car","compressing","Female",6620300,844006,10,"New Stephanieberg",848.60,84.86,"102 Torrey Prairie",6564971,2105614,536158,"Kuphal, Spencer and Blanda","Garden, Kids & Clothing","10:34:27","CA"
72667,"AMEX","system","Miss Armando Heidenreich","5-3-2021","Awesome Rubber Shoes",false,"Male","parsing",true,3,"Pansyview",170.28,56.76,"1294 Marks Camp",true,89.17,413829,"Kuphal, Spencer and Blanda","Clothing, Health & Jewelery","14:19:37","TN"
26822,"EWallet",2647564,"Carolina Langworth","9-20-2021","Practical Granite Table",37.86,"Female",false,"input",7,"Port Deonte",458.15,65.45,"38800 Larkin Drives",4891551,46.24,266203,"Wiegand-Tillman","Health & Clothing","16:31:26","FL"
64613,"MasterCard",2929663,"Edwardo MacGyver","7-12-2021","Rustic Plastic Shirt",true,"Male",true,true,2,"Lake Lillyville",161.74,80.87,"664 Tyler Burg",4.79,94.14,764806,"Kshlerin DDS","Shoes, Jewelery & Home","6:54:8","SD"
34927,"MasterCard",80.55,"Viola Torphy","10-1-2021","Incredible Wooden Pants",true,"Male",true,56.04,7,"Port Vernon",36.26,5.18,"8645 Cummerata Common",89.62,52.11,641798,"Wiegand-Tillman","Electronics, Music & Books","14:31:16","AK"
44367,"MasterCard","application","Ted Turner Jr.","8-25-2021","Incredible Cotton Shoes",28.05,"Female","backing up",53.29,5,"East Jack",385.40,77.08,"115 Marvin Island","RAM","connect",454813,"Parisian, Wolff and Gorczany","Shoes, Automotive & Clothing","14:12:44","AL"
19795,"Cash",4851800,"Tod Pouros","10-11-2021","Rustic Concrete Chair",false,"Male","haptic",6385947,6,"Carolinaland",58.32,9.72,"1327 Thiel Light",2812008,"compressing",698723,"Larkin-McClure","Outdoors","1:5:23","WI"
66051,"Cash",74.19,"Maggie Hayes","9-29-2021","Awesome Granite Pants","multi-byte","Male",true,22.90,1,"West Paulinemouth",62.11,62.11,"761 Pouros Manor","auxiliary",18.48,341750,"Lakin, O'Connell and Monahan","Outdoors","16:25:1","UT"
89870,"Visa",2240527,"Gilda Bashirian III","6-28-2021","Intelligent Wooden Gloves",1345006,"Male",true,false,7,"Port Morganside",695.66,99.38,"2305 Jaquelin Cliffs",40.94,656298,506579,"Considine PhD","Books & Computers","11:11:17","FL"
92676,"EWallet","bandwidth","Karen Kuhic","9-24-2021","Incredible Cotton Hat",4643946,"Male","bypassing",1887125,6,"Newtontown",62.46,10.41,"41899 Hettinger Causeway",false,54.66,346694,"McClure, Block and Franecki","Shoes","22:54:25","WV"
13409,"Cash",true,"Elda Steuber","7-5-2021","Rustic Steel Computer",2491186,"Female",false,true,6,"New Maymieland",548.04,91.34,"3437 Corkery Causeway",50.15,false,219182,"Wiegand-Tillman","Games","21:43:33","CA"
19394,"EWallet",false,"Devan Runte","6-28-2021","Sleek Rubber Hat",true,"Male",51.55,11.55,1,"Lake Alveraland",20.74,20.74,"188 Rosemarie Summit",false,97.85,546139,"Larkin-McClure","Home, Music & Beauty","9:0:56","KS"
89595,"EWallet",8662435,"Leann Dach Sr.","8-29-2021","Ergonomic Cotton Table",73.41,"Male",false,false,7,"South Mariloufort",137.97,19.71,"85150 Becker Manor",58.47,true,246614,"Considine PhD","Sports","9:57:13","VA"
45439,"Visa",6952234,"Giovani Schaefer","10-24-2021","Rustic Granite Shirt","bandwidth","Male",7471434,"transmitting",6,"Pagacmouth",446.76,74.46,"23471 Kertzmann Island","overriding",true,989552,"Lakin, O'Connell and Monahan","Kids","19:19:3","MT"
10824,"AMEX","compress","America Flatley","10-23-2021","Practical Steel Shirt",8454841,"Female",8376394,811524,8,"Rudystad",601.44,75.18,"2123 Fadel Underpass","JBOD",3118496,418046,"Wiegand-Tillman","Electronics","0:5:1","SC"
71817,"MasterCard",4226556,"Dr. Cleveland O'Kon","10-6-2021","Sleek Steel Gloves",8746193,"Male",8558115,"connecting",7,"Janhaven",423.22,60.46,"70152 DuBuque Coves","bus",1760559,602910,"Armstrong, Strosin and Altenwerth","Shoes, Grocery & Baby","14:57:58","ID"
91419,"EWallet","redundant","Ms. Ivy Sporer","5-3-2021","Incredible Cotton Shoes","port","Male","COM","FTP",6,"Urielberg",389.28,64.88,"5692 Angelo Orchard",539676,1130096,602276,"Considine PhD","Baby","2:34:20","WY"
19210,"Visa",74.71,"Edna Stark","12-10-2020","Small Rubber Shirt",97.96,"Female",60.95,47.09,5,"Lake Quintenbury",46.85,9.37,"172 Roger Drive",true,false,761021,"Auer V","Outdoors & Automotive","21:11:48","WV"
82545,"EWallet",false,"Ora Kuphal","5-28-2021","Practical Plastic Hat",2322819,"Male",false,true,7,"Sheldonton",31.08,4.44,"22002 Gottlieb Port",true,31.41,819247,"Armstrong, Strosin and Altenwerth","Games & Automotive","23:51:47","TN"
83120,"AMEX",false,"Ms. Jonatan Considine","9-5-2021","Small Steel Shoes",6999147,"Female",true,1377105,2,"South Zettaville",78.42,39.21,"87513 Marcia Road",1052358,5317453,427107,"Auer V","Industrial & Clothing","12:23:16","UT"
77153,"MasterCard",41.06,"Irwin Stiedemann","4-3-2021","Fantastic Granite Hat","calculating","Male",false,true,1,"West Willieland",98.73,98.73,"65123 Jodie Parks",4708002,"navigating",465166,"Kuphal, Spencer and Blanda","Health & Industrial","13:6:32","SC"
88866,"MasterCard","online","Cortney Renner","7-5-2021","Ergonomic Rubber Shoes",true,"Male",4748478,8825908,10,"East Marie",662.70,66.27,"6815 Brekke Shore",57.98,"reboot",641576,"Larkin-McClure","Industrial & Shoes","10:34:18","WV"
84212,"Cash",true,"Santina Beahan","6-28-2021","Fantastic Wooden Gloves",97.20,"Female","copy",19.80,4,"Beckerborough",208.32,52.08,"5886 Schroeder Brook",true,5.69,301015,"Lakin, O'Connell and Monahan","Tools & Computers","16:53:23","WY"
76502,"EWallet",1017976,"Vance D'Amore PhD","7-3-2021","Ergonomic Wooden Gloves",94.54,"Male",54.29,4.51,8,"Margothaven",789.92,98.74,"22332 Rice Shoals",true,3.45,900563,"Wiegand-Tillman","Automotive, Shoes & Computers","7:38:50","NC"
60663,"Cash",false,"Bruce Koss","10-24-2021","Fantastic Granite Table",true,"Female",39.12,1.88,8,"Annamariefort",619.92,77.49,"6153 Langosh Ports",24.86,false,781859,"Wiegand-Tillman","Computers, Music & Kids","20:7:57","VT"
52854,"Cash",8326918,"Karianne Wiegand","1-4-2021","Intelligent Cotton Pants",64.07,"Male",6638164,true,1,"Kautzershire",31.58,31.58,"1400 Gleichner Extensions",false,"calculating",680457,"Lakin, O'Connell and Monahan","Outdoors","15:46:58","NH"
16739,"Cash",false,"Ms. Ahmed Hackett","5-11-2021","Incredible Concrete Car",false,"Male",false,4475920,1,"Littlefurt",29.18,29.18,"382 Collins Plain",true,"transmitting",516137,"Kuphal, Spencer and Blanda","Toys","22:31:47","MO"
22500,"Visa","cross-platform","Maegan Champlin","7-4-2021","Sleek Plastic Chair","system","Female",1651062,2983873,1,"East Mandy",15.17,15.17,"96584 Gleichner Ports",false,5078542,434356,"Larkin-McClure","Toys, Movies & Baby","16:51:38","TN"
15692,"EWallet",6266235,"Garfield Schowalter","10-11-2021","Ergonomic Plastic Shirt",3174527,"Male",8293234,"backing up",2,"New Coratown",199.66,99.83,"816 Madelynn Station",4740665,378726,105119,"Larkin-McClure","Computers & Clothing","15:26:8","MT"
50900,"MasterCard",331001,"Ms. Keeley D'Amore","8-13-2021","Incredible Plastic Car","backing up","Female",2083474,"synthesizing",1,"Bellaville",88.06,88.06,"4240 Fritsch Station",34.82,"quantifying",177342,"Kuphal, Spencer and Blanda","Home, Baby & Jewelery","12:35:29","WY"
91406,"AMEX","parsing","Jeanette Prohaska","6-3-2021","Awesome Steel Car",2279964,"Female",false,23.09,2,"Port Sim",32.32,16.16,"763 Theron Brook",59.05,"1080p",451953,"Wiegand-Tillman","Automotive, Electronics & Home","1:39:6","MD"
96849,"Cash",false,"Ms. Cora Runte","9-16-2021","Sleek Rubber Table",5428694,"Male",true,false,8,"Jarretstad",357.68,44.71,"3163 Olson Stravenue",true,true,862973,"Auer V","Books","0:52:55","ID"
58215,"AMEX",93.14,"Mr. Makayla Ullrich","9-27-2021","Sleek Wooden Hat",16.60,"Female",true,41.54,6,"Janyville",198.36,33.06,"7292 Wolf Hill",65.35,24.72,522223,"Parisian, Wolff and Gorczany","Jewelery, Games & Tools","0:7:23","GA"
87973,"Visa","input","Donny Streich III","8-24-2021","Ergonomic Rubber Car","SQL","Male",false,true,4,"Port Burdettestad",149.40,37.35,"5446 Friesen Mountains",false,false,954913,"Considine PhD","Home, Kids & Automotive","3:6:33","CT"
70979,"Cash","compress","Mrs. Kole Senger","11-30-2020","Ergonomic Steel Shoes",70.93,"Male","hacking","compressing",5,"New Theodora",9.25,1.85,"47632 Turcotte Coves","calculate","programming",597041,"Larkin-McClure","Health, Computers & Beauty","16:15:17","MI"
75855,"Cash","THX","Marcel Cormier","2-11-2021","Awesome Rubber Gloves","auxiliary","Male",true,"auxiliary",8,"West Stephanstad",113.28,14.16,"944 Elena Lodge",39.04,1085289,887500,"Wiegand-Tillman","Games, Beauty & Jewelery","8:52:57","VA"
33547,"MasterCard",51.27,"Cassandre Collier Sr.","6-25-2021","Intelligent Cotton Computer",false,"Male",37.41,873238,7,"Xzavierburgh",164.71,23.53,"29809 Quentin Plains",36.31,true,292822,"Kuphal, Spencer and Blanda","Sports, Electronics & Movies","1:35:9","AL"
72552,"Visa",5213238,"Donnie Bruen V","5-30-2021","Rustic Wooden Computer","quantifying","Female","driver",2396839,3,"Lake Connerstad",228.30,76.10,"904 Jones Place",47.45,10.44,702860,"Armstrong, Strosin and Altenwerth","Games, Industrial & Garden","11:26:3","HI"
36583,"AMEX","JBOD","Bradley Leuschke","9-29-2021","Practical Cotton Computer",false,"Male",true,32.31,3,"West Brandynview",139.26,46.42,"224 Schuster Ways",false,30.95,405271,"Wiegand-Tillman","Industrial","8:30:23","ID"
21777,"EWallet",true,"Miss Nathan Bartoletti","6-19-2021","Ergonomic Wooden Car",false,"Male","parsing","compressing",5,"Macejkovicburgh",124.60,24.92,"763 Jacobson Knoll",53.39,false,368409,"Kuphal, Spencer and Blanda","Industrial & Outdoors","1:49:50","IL"
30797,"EWallet",2702422,"Dr. Hazle Waelchi","8-29-2021","Awesome Concrete Pants",89.11,"Female",2485440,1215194,6,"Ednashire",266.52,44.42,"657 Jacobs River",77.86,true,263173,"Parisian, Wolff and Gorczany","Tools, Sports & Books","10:42:15","NM"
27045,"AMEX",5956644,"Patrick Considine","10-24-2021","Awesome Plastic Table","hack","Female","reboot","AGP",10,"Lake Heavenfurt",614.40,61.44,"24053 Blanda Views",35.53,"connecting",359908,"Auer V","Automotive","20:52:37","CT"
72730,"MasterCard",true,"Horacio Murphy","10-5-2021","Incredible Plastic Computer",1180434,"Male",9169340,"XSS",4,"East Jesse",291.08,72.77,"45892 Ruecker Circles","neural",true,147941,"Wiegand-Tillman","Kids & Games","22:20:11","AZ"
97487,"Visa",1225985,"Aubree Konopelski","5-10-2021","Awesome Cotton Hat","connecting","Male",false,8.45,9,"Williamsonview",832.59,92.51,"960 Romaguera Mews","hacking",true,418455,"Parisian, Wolff and Gorczany","Movies & Health","7:14:16","NM"
65002,"MasterCard",17.36,"Ms. Ramon MacGyver","7-2-2021","Sleek Plastic Shoes",4225593,"Female","transmitting",6634652,7,"East Lila",123.48,17.64,"60302 Kuhic Burg",true,52.62,362516,"Wiegand-Tillman","Toys & Grocery","19:31:5","MT"
12295,"EWallet",true,"Fredy Rosenbaum IV","8-20-2021","Ergonomic Cotton Computer","generating","Female",8565749,78.06,3,"Boyleshire",102.93,34.31,"688 Verda Spring",86.65,76.28,546284,"Larkin-McClure","Home & Industrial","5:31:43","ME"
92083,"MasterCard",false,"Jessica Beatty","9-28-2021","Fantastic Wooden Computer",49.64,"Male",12.76,3336884,9,"Lake Lester",179.73,19.97,"43769 Boris Lane",true,61.13,917314,"Auer V","Automotive","6:15:7","OR"
34171,"EWallet","bypass","Vella Beahan","1-23-2021","Awesome Cotton Gloves","connect","Male",true,"backing up",9,"Lake Bernitaside",858.42,95.38,"660 Deontae Villages","program",true,751515,"Kshlerin DDS","Toys & Garden","15:39:8","DE"
76176,"MasterCard",5584553,"Karlie Nolan","2-28-2021","Sleek Granite Shoes",7239624,"Male",false,"wireless",5,"Greenstad",138.60,27.72,"22910 Margret Squares",14.40,"SCSI",883649,"Kuphal, Spencer and Blanda","Jewelery & Kids","22:16:50","IA"
16679,"Visa",986189,"Miss Douglas Hermann","4-6-2021","Fantastic Rubber Shoes",7215798,"Female","program",97.42,8,"Port Sabrynaberg",667.60,83.45,"81975 Tillman Mission",2079966,5739587,391011,"McClure, Block and Franecki","Books","1:49:50","MS"
78306,"AMEX",8396114,"Kiera Ruecker","9-17-2021","Rustic Concrete Hat","program","Male",31.79,94.75,10,"Ankundingchester",174.90,17.49,"5547 Geoffrey Inlet",5080020,false,926330,"Considine PhD","Beauty & Electronics","1:5:43","OK"
76542,"Cash",false,"Jerome McKenzie","9-19-2021","Incredible Granite Computer","quantify","Male",6021030,true,1,"Schmittfurt",94.16,94.16,"3382 Skiles Cape",false,39.12,216375,"Larkin-McClure","Health, Tools & Kids","7:32:30","AR"
16029,"AMEX",true,"Dovie Will","8-21-2021","Ergonomic Cotton Gloves",15.26,"Female",75.18,38.13,3,"Lake Valentinberg",282.45,94.15,"867 Spinka Islands",61.61,false,526531,"McClure, Block and Franecki","Toys & Automotive","18:50:0","FL"
85797,"Cash",76.53,"Candida Torp","8-27-2021","Intelligent Wooden Chair","generating","Female",60.03,true,6,"Yvettestad",204.84,34.14,"728 Schmeler Orchard",2204189,48.23,806248,"Parisian, Wolff and Gorczany","Clothing","7:36:50","IA"
44953,"Cash",false,"Miss Cordelia Leuschke","4-7-2021","Incredible Wooden Shoes",true,"Male",true,true,10,"Zemlakfort",210.90,21.09,"65507 Roselyn Garden","navigate",true,701893,"Armstrong, Strosin and Altenwerth","Industrial & Clothing","20:41:55","CA"
21033,"MasterCard",5.79,"Sally Stroman","10-14-2021","Awesome Cotton Table",42.14,"Male",false,"reboot",8,"Marjoriestad",177.68,22.21,"809 Israel Meadows",true,"backing up",237656,"McClure, Block and Franecki","Garden, Grocery & Shoes","4:38:7","KS"
31226,"MasterCard",true,"Dr. Jalen Streich","9-10-2021","Rustic Granite Gloves",1650433,"Male",4644081,947842,4,"Floyview",38.60,9.65,"9078 Arturo Pike",4406183,false,142449,"Larkin-McClure","Music","22:5:24","GA"
75819,"MasterCard","generate","Roy Cassin V","3-3-2021","Intelligent Cotton Computer",60.48,"Female",true,70.10,2,"Doyleside",152.56,76.28,"33676 Robel Overpass","parse",true,814925,"Kshlerin DDS","Kids & Industrial","13:0:4","NE"
22097,"Visa","SSL","Tess Fritsch PhD","10-23-2021","Small Cotton Computer",18.92,"Male",true,true,5,"Elisestad",40.00,8.00,"1463 Paucek Field",true,54.25,484499,"Larkin-McClure","Clothing & Tools","2:24:44","TX"
59994,"EWallet",67.33,"Keaton Heller","2-6-2021","Small Granite Computer",true,"Male",false,true,8,"Justinaland",336.00,42.00,"701 Ashlee Road",75.63,false,660845,"Larkin-McClure","Shoes","21:11:32","ND"
40609,"EWallet","parse","Maximo Schinner","10-13-2021","Ergonomic Wooden Shoes",14.84,"Female",74.67,1475518,10,"Deltaport",793.60,79.36,"37321 Hermann Ville",false,62.64,409112,"Parisian, Wolff and Gorczany","Home","16:20:31","MT"
