City,system,hard drive,port,InvoiceId,system,State,Time,CustomerName,Date,ProductPrice,Address,alarm,Department,card,Store,Gender,Total,PostalCode,bandwidth,Quantity,Product,PaymentType
"West Rossie",29.07,79.53,41.51,804010,4.84,"WY","8:3:1","Teresa Hane","9-21-2021",95.66,"264 Gutkowski Island",false,"Movies",87.82,"Kshlerin DDS","Male",669.62,34184,3475808,7,"Incredible Concrete Gloves","AMEX"
"North Logan","compressing",7346387,false,816573,"optical","AK","18:29:36","Mr. Shaun Mitchell","8-7-2021",90.62,"10387 Aufderhar Viaduct",84.77,"Baby, Outdoors & Computers",44.59,"Kuphal, Spencer and Blanda","Male",724.96,65056,"SQL",8,"Incredible Wooden Shirt","EWallet"
"New Eliseoborough","open-source",true,69.92,331061,"SQL","CT","14:25:30","Cathy Streich DVM","10-23-2021",16.70,"9608 Aron Roads","programming","Automotive & Movies",4434761,"Kuphal, Spencer and Blanda","Male",16.70,74212,false,1,"Awesome Cotton Shirt","Cash"
"Lake Monroe",1710952,"THX","SQL",376276,6752524,"WV","15:42:2","Mr. Darius Franecki","7-25-2021",54.15,"2139 Ciara Field",2235772,"Electronics",39.43,"Auer V","Female",270.75,36051,5545715,5,"Intelligent Steel Gloves","Visa"
"Abbyshire","transmitting",true,false,819988,"copying","CT","19:31:59","Brennon Bashirian","9-19-2021",47.83,"8190 Marcos Cliff",7411391,"Shoes",5057041,"Lakin, O'Connell and Monahan","Female",430.47,11965,7536044,9,"Gorgeous Plastic Pants","EWallet"
"Anabelborough",false,true,"XSS",338158,true,"NE","19:29:36","Miss Luz Stoltenberg","9-13-2021",24.55,"83938 Cyrus Vista",26.26,"Movies, Toys & Baby",false,"Auer V","Male",98.20,51568,22.07,4,"Intelligent Concrete Shirt","MasterCard"
"West Erin",true,70.72,33.43,232568,true,"WY","3:42:58","Antone Macejkovic","9-2-2021",71.03,"903 Legros Grove",false,"Baby, Beauty & Jewelery",15.92,"Wiegand-Tillman","Male",71.03,30845,51.68,1,"Practical Concrete Shirt","EWallet"
"New Anahi",true,25.03,false,633022,false,"WI","5:20:10","Carlo Quigley Sr.","6-6-2021",96.82,"1925 Edwardo Forges",74.56,"Grocery, Books & Outdoors","cross-platform","Larkin-McClure","Male",484.10,37958,1241233,5,"Gorgeous Granite Chair","EWallet"
"Cristianfort",true,true,true,989384,false,"MT","10:25:10","Rhianna Sporer","8-17-2021",98.38,"797 Schoen Grove","wireless","Automotive, Grocery & Books","system","Considine PhD","Female",196.76,86042,true,2,"Practical Wooden Shirt","MasterCard"
"New Olga","wireless",93.35,"HTTP",780666,"back up","CA","11:23:45","Green Brown MD","10-21-2021",53.62,"29211 Dietrich Roads",6305877,"Clothing, Beauty & Grocery",9199674,"Auer V","Male",428.96,79059,192684,8,"Intelligent Steel Gloves","EWallet"
"Jadyntown",5260838,67.84,5338513,117848,7929893,"AL","23:33:2","Retha Huels V","9-5-2021",54.09,"2912 Bechtelar Ramp",377065,"Automotive, Beauty & Computers",4093824,"Parisian, Wolff and Gorczany","Male",54.09,44084,"compress",1,"Practical Steel Computer","AMEX"
"Elianetown","auxiliary","optical",77.92,446303,"parse","WI","7:6:49","Abigail Zemlak","8-12-2021",45.73,"2377 Foster Circle",8165490,"Automotive",97.23,"Armstrong, Strosin and Altenwerth","Female",228.65,40996,"transmit",5,"Intelligent Concrete Shoes","Cash"
"Hilpertside",true,false,false,740939,false,"NY","20:35:21","Keshaun McCullough","10-8-2021",66.81,"90615 Larson Vista",82.11,"Health",44.64,"Larkin-McClure","Female",66.81,81663,68.50,1,"Sleek Cotton Pants","Cash"
"Adalbertoberg",true,false,1306068,982633,true,"CT","15:47:16","Estella Walter","10-5-2021",3.35,"5281 Dwight Creek",29.39,"Outdoors, Clothing & Sports",92.57,"Auer V","Male",26.80,71244,"synthesize",8,"Small Plastic Hat","Cash"
"Roxaneburgh",false,"cross-platform","back up",643390,true,"OR","3:19:31","Kristy Towne PhD","9-23-2021",95.85,"41234 Lesch Ports","program","Grocery","firewall","Lakin, O'Connell and Monahan","Female",95.85,83848,"back up",1,"Incredible Rubber Chair","Cash"
"Tomasmouth","online","compressing",72.80,836600,"driver","WY","14:27:34","Bud Walker PhD","10-2-2021",62.04,"217 Angeline Roads",false,"Garden & Books",414306,"Considine PhD","Female",124.08,79257,1400763,2,"Fantastic Steel Hat","EWallet"
"West Manuel","navigate",7502366,false,120050,"HTTP","WY","15:8:44","Marley Reichel","6-29-2021",79.43,"75728 Leonor Expressway",2524621,"Games",6214556,"Larkin-McClure","Male",158.86,55129,77.64,2,"Fantastic Rubber Hat","Visa"
"Mayerburgh","quantify","TCP","SQL",322712,"hack","MS","2:10:51","Finn O'Hara","6-17-2021",53.20,"19390 Rasheed Curve","panel","Industrial & Sports",62.89,"Armstrong, Strosin and Altenwerth","Female",425.60,31439,86.26,8,"Fantastic Rubber Shoes","Visa"
"Port Rudolph",true,true,51.20,869048,false,"CA","9:50:48","Meggie Torphy","10-19-2021",99.00,"909 Maryjane Streets",10.80,"Garden, Books & Industrial",true,"Considine PhD","Male",891.00,23104,93.97,9,"Fantastic Cotton Shoes","AMEX"
"Port Maria",true,true,true,860733,false,"MT","1:53:37","Rose Bailey","9-14-2021",27.11,"86918 Korbin Key",true,"Health & Music",91.35,"Parisian, Wolff and Gorczany","Male",216.88,88969,87.38,8,"Rustic Steel Computer","AMEX"
"Rathmouth","XSS",14.50,1194270,399053,"redundant","GA","0:18:21","Ms. Myles Homenick","8-22-2021",9.87,"52461 Kaylee View","navigating","Beauty, Home & Movies",96.68,"Kuphal, Spencer and Blanda","Female",98.70,22038,"SCSI",10,"Incredible Granite Shirt","Cash"
"Lake Keeleyburgh",45.37,95.44,"bus",415075,21.03,"OK","2:22:46","Wilhelmine Schuppe","9-17-2021",76.77,"3799 Mosciski Harbors",54.24,"Electronics & Games","neural","Kshlerin DDS","Female",153.54,66065,13.86,2,"Gorgeous Rubber Chair","Visa"
"West Annalisestad","SSL",true,6.27,885590,"override","NC","6:37:55","Mr. Aida Volkman","5-23-2021",28.62,"35118 Bartoletti Viaduct",62.37,"Clothing & Sports",false,"Auer V","Male",286.20,12282,false,10,"Intelligent Cotton Car","AMEX"
"Josiannefurt",1.19,true,"redundant",680781,86.60,"IN","8:13:0","Kane Lebsack","6-28-2021",4.82,"1576 Berneice Mall",true,"Sports, Electronics & Tools",false,"Larkin-McClure","Female",19.28,83775,69.68,4,"Practical Plastic Shirt","MasterCard"
"Danielstad",true,false,false,307361,true,"UT","22:48:27","Eli Ernser","9-23-2021",11.83,"764 Miller Harbors",true,"Baby & Beauty",false,"Kuphal, Spencer and Blanda","Female",59.15,42016,true,5,"Incredible Cotton Hat","AMEX"
"Joefurt","connecting",3067722,"calculating",613582,"microchip","PA","13:44:20","Mauricio Feil IV","3-13-2021",88.53,"9681 Bahringer Trail","solid state","Outdoors",2788723,"Armstrong, Strosin and Altenwerth","Female",265.59,34955,64.51,3,"Awesome Concrete Shirt","AMEX"
"Whitestad","multi-byte",true,"copy",106056,"TCP","NC","23:50:11","Carson Koss Jr.","7-7-2021",38.61,"3608 Terrill Road",98.69,"Kids, Outdoors & Garden",2493816,"Kshlerin DDS","Male",270.27,23489,6035925,7,"Practical Cotton Pants","AMEX"
"Allentown","auxiliary",2230017,3615103,496729,"port","MO","16:57:44","Jewell Towne","8-25-2021",14.87,"19849 Annabel Streets","GB","Sports, Shoes & Computers",5182402,"Wiegand-Tillman","Male",89.22,65326,"application",6,"Rustic Plastic Shoes","Cash"
"Jerdeside",48.22,"synthesizing","multi-byte",936900,24.62,"WV","4:4:4","Scot Schuster","10-9-2021",32.31,"13739 Connie Locks",false,"Sports & Toys","array","Kshlerin DDS","Male",226.17,87340,true,7,"Sleek Cotton Pants","AMEX"
"North Ethylshire",5727472,46.54,true,789590,8333069,"NH","1:11:39","Hosea Shields","10-23-2021",91.88,"85387 Kyla Divide",true,"Computers & Sports",true,"Larkin-McClure","Male",551.28,35996,false,6,"Practical Cotton Gloves","AMEX"
"Lake Sydnie",97.76,false,20.27,681700,82.63,"OH","14:6:42","Beatrice King","8-17-2021",28.49,"8990 Ronaldo Inlet",79.87,"Jewelery & Movies",42.82,"Parisian, Wolff and Gorczany","Male",113.96,18414,38.49,4,"Fantastic Cotton Shoes","EWallet"
"North Effieshire",18.30,true,"bus",415205,90.87,"MT","18:54:50","Ms. Alysson Paucek","4-18-2021",77.58,"78546 Sporer Vista",27.55,"Beauty",4684556,"McClure, Block and Franecki","Female",775.80,29249,false,10,"Ergonomic Wooden Gloves","AMEX"
"West Jewel",89.86,"connecting",15.94,239741,12.05,"ND","5:15:22","Ms. Karen Breitenberg","9-30-2021",95.94,"81352 Jonathan Roads",8.12,"Tools, Toys & Books","feed","Wiegand-Tillman","Female",671.58,72240,6.81,7,"Awesome Rubber Computer","AMEX"
"North Zoefort","hack","back up","compress",721424,"pixel","MS","2:36:58","Trystan Hintz","9-25-2021",86.74,"3972 McKenzie Parkway","auxiliary","Jewelery",99.16,"Auer V","Female",693.92,81237,2331459,8,"Incredible Granite Computer","AMEX"
"Schuppemouth",2736932,false,5319787,696653,1644715,"AZ","18:17:44","Cathryn Rempel","10-23-2021",26.97,"8370 Isai Walk",6389624,"Beauty",6250801,"Lakin, O'Connell and Monahan","Female",134.85,56637,32.28,5,"Small Granite Pants","AMEX"
"North Timothymouth","port",44.90,2634421,635167,"system","NY","22:5:17","Gloria Frami","4-7-2021",12.65,"844 Cartwright Spur",true,"Clothing & Garden",57.13,"Parisian, Wolff and Gorczany","Female",75.90,45161,53.76,6,"Practical Plastic Shoes","EWallet"
"Martinberg",false,65.62,28.00,968191,false,"VA","6:25:7","Markus Ondricka","10-25-2021",70.37,"5335 Wilber Parkway",true,"Kids & Grocery",77.45,"Considine PhD","Female",70.37,80016,0.51,1,"Rustic Wooden Gloves","Cash"
"Wintheiserport",true,1474054,true,575769,false,"TX","9:56:31","Akeem Effertz","7-5-2021",59.19,"496 Jovan Divide",7146224,"Beauty","SQL","Parisian, Wolff and Gorczany","Male",355.14,76440,45.77,6,"Gorgeous Granite Shoes","Visa"
"Port Shanonland","port",60.93,6983362,226512,"SDD","ME","10:20:21","Gerard Dibbert DVM","10-23-2021",55.78,"8887 Romaguera Oval",true,"Clothing",69.24,"Considine PhD","Female",390.46,53803,3843642,7,"Incredible Cotton Pants","EWallet"
"West Randaltown","haptic",false,"synthesizing",404472,"synthesizing","TX","1:57:42","Rosario Walsh","8-7-2021",29.77,"383 Cronin Mountain",53.96,"Garden, Books & Automotive","system","Wiegand-Tillman","Male",59.54,16425,true,2,"Awesome Granite Shirt","AMEX"
"Stoltenbergstad","USB","wireless",42.68,671400,"EXE","NM","20:15:15","Garett Hills Jr.","10-2-2021",91.44,"5893 Timmy Freeway",1.91,"Outdoors","system","Armstrong, Strosin and Altenwerth","Female",731.52,54668,61.32,8,"Incredible Concrete Chair","AMEX"
"Gretchenshire",40.30,0.52,9263903,867841,26.21,"VA","13:10:11","Maribel Lemke","3-28-2021",21.05,"3114 Hadley Views",22.69,"Beauty",85.63,"Larkin-McClure","Female",84.20,42273,8.89,4,"Sleek Steel Pants","Visa"
"Lake Genevievestad",true,20.93,true,456784,false,"IA","17:12:40","Roberto Gerlach","10-20-2021",88.60,"555 Rowe Court",13.46,"Games & Books",false,"Wiegand-Tillman","Female",443.00,95754,false,5,"Small Steel Pants","Visa"
"Lake Darronbury",88.66,true,"generate",842047,61.34,"MI","15:7:52","Evangeline Heidenreich","8-22-2021",65.91,"414 Daija Road",70.75,"Music & Health","bypass","Auer V","Male",659.10,65707,true,10,"Gorgeous Plastic Gloves","Visa"
"Litteltown",7173112,949731,true,140049,4683141,"CT","3:25:39","Danial Bartoletti","3-19-2021",67.98,"63702 Bridie Fork",78.65,"Home",41.90,"Kshlerin DDS","Male",543.84,23733,300138,8,"Ergonomic Wooden Shoes","AMEX"
"Billybury","RSS",6815646,8088789,218589,"application","VT","0:14:3","Mr. Natalie White","3-9-2021",61.27,"3344 Ima Track",3696920,"Health & Automotive","microchip","Kshlerin DDS","Male",612.70,34345,"PCI",10,"Rustic Wooden Chair","Visa"
"Jaredmouth","application","port","input",608792,"index","OR","8:15:52","Donald Becker","11-5-2020",55.83,"7139 Ella Inlet",false,"Tools, Automotive & Computers",true,"Lakin, O'Connell and Monahan","Male",111.66,17640,"neural",2,"Incredible Cotton Computer","AMEX"
"New Enosville",39.08,2.24,989046,797544,14.65,"AZ","15:6:29","Katarina Wilderman V","8-6-2021",60.77,"602 Keebler Square",8792841,"Health & Sports",true,"McClure, Block and Franecki","Male",486.16,71821,"open-source",8,"Incredible Wooden Hat","Visa"
"Whitestad",661399,76.52,36.54,598404,4805892,"ND","18:1:17","Christiana Krajcik","3-16-2021",35.11,"334 Sawayn Green",22.36,"Toys & Sports",84.85,"Kuphal, Spencer and Blanda","Male",70.22,22985,8.70,2,"Gorgeous Rubber Car","Cash"
"Kutchland",false,47.51,false,479929,false,"SD","5:29:55","Nayeli Ebert","6-28-2021",23.24,"390 Ziemann Ridge","SCSI","Industrial, Electronics & Games",false,"Armstrong, Strosin and Altenwerth","Male",69.72,19409,true,3,"Fantastic Rubber Pants","EWallet"
"Lake Jamison",45.24,"virtual",8935012,644080,21.12,"MO","16:19:44","Ms. Anna Keebler","10-20-2021",64.96,"20753 Joannie Radial","HDD","Jewelery & Tools",true,"Auer V","Female",324.80,90283,"wireless",5,"Gorgeous Cotton Hat","MasterCard"
"Schuppeton",2923188,88.86,5012646,788338,7848998,"NJ","23:12:33","Stone Hyatt","3-30-2021",94.11,"40860 Donald Summit","bus","Movies & Outdoors",true,"McClure, Block and Franecki","Male",846.99,37715,"application",9,"Rustic Rubber Car","MasterCard"
"Giuseppeborough",5695171,9368240,"wireless",880598,8110773,"VT","1:53:32","Mireya West II","9-29-2021",82.63,"7645 Sidney Ports",8754194,"Jewelery","navigating","Lakin, O'Connell and Monahan","Male",165.26,36971,68.68,2,"Gorgeous Plastic Shoes","EWallet"
"New Eriktown","SMS",80.91,false,620527,"haptic","AL","7:17:28","Jerald Huel","3-17-2021",37.51,"730 Westley Views",7281682,"Tools & Outdoors",92.44,"Wiegand-Tillman","Male",337.59,32825,25.65,9,"Rustic Rubber Chair","Cash"
"Carolannemouth",false,false,"mobile",253237,false,"TX","12:29:21","Nathan Nienow","10-17-2021",97.68,"8247 Spencer Burgs","CSS","Computers, Games & Electronics",7225129,"Considine PhD","Female",781.44,76668,true,8,"Rustic Concrete Gloves","EWallet"
"Jerdebury",true,37.50,"backing up",375322,true,"VA","6:13:30","Braulio Konopelski","8-19-2021",61.01,"568 Maryam Tunnel","overriding","Movies",1186520,"Armstrong, Strosin and Altenwerth","Male",244.04,42712,"interface",4,"Sleek Cotton Computer","AMEX"
"Daishaside",1186540,3019781,"primary",663701,6672319,"ID","19:47:53","Lavina Bartell","7-6-2021",96.89,"69264 Heidenreich Islands",true,"Grocery, Home & Shoes","port","Auer V","Male",968.90,34733,1398036,10,"Ergonomic Wooden Gloves","Cash"
"New Jana","synthesize",85.66,false,203019,"back up","AZ","19:35:8","Tamara Padberg MD","4-20-2021",96.68,"35268 Waelchi Cliff",34.70,"Shoes, Automotive & Garden",88522,"Lakin, O'Connell and Monahan","Male",96.68,40155,"cross-platform",1,"Awesome Concrete Hat","AMEX"
"West Christa","TCP",4518273,4798639,460649,"back-end","NY","15:55:33","Felicity Howe","10-6-2021",0.92,"1333 Juanita Light","bandwidth","Home & Electronics",2972978,"Auer V","Female",7.36,67949,"bypass",8,"Rustic Concrete Pants","AMEX"
"New Cortney",17.74,true,false,786970,91.31,"IA","4:24:20","Lonzo Greenholt","8-1-2021",19.90,"7252 Monserrat Ways",false,"Automotive & Clothing","connect","Parisian, Wolff and Gorczany","Female",159.20,35690,false,8,"Gorgeous Plastic Hat","Cash"
"Coralieside",38.32,"overriding",1916573,233552,11.63,"RI","0:33:46","Dr. Webster Bashirian","5-30-2021",41.00,"13472 Vena Way",false,"Toys",false,"Parisian, Wolff and Gorczany","Female",82.00,33479,true,2,"Intelligent Steel Computer","MasterCard"
"Lake Jaylonville",86.39,true,false,449909,85.75,"CT","19:6:24","Kelsi Toy","9-24-2021",35.35,"65638 Schinner Green",95.51,"Outdoors, Electronics & Games","feed","Auer V","Female",141.40,62739,"pixel",4,"Practical Plastic Hat","Cash"
"New Alicia",8781387,"quantify",false,509461,7710898,"TN","7:11:55","Ashly Berge","7-13-2021",4.96,"999 Upton Passage","USB","Health, Tools & Outdoors","back up","Kshlerin DDS","Male",34.72,94064,false,7,"Intelligent Steel Gloves","MasterCard"
"Aufderharside",3600087,1894677,"solid state",747818,4006044,"FL","15:45:31","Mia Marvin IV","9-24-2021",90.90,"8459 Maxie Radial","wireless","Grocery & Home",13.49,"Lakin, O'Connell and Monahan","Female",636.30,64686,"COM",7,"Incredible Wooden Pants","Visa"
"Frederiquehaven",99.12,false,4361801,880237,2.57,"WY","5:59:41","Davonte O'Conner","8-18-2021",82.38,"592 Bode Road",3855011,"Books",6595028,"Wiegand-Tillman","Female",82.38,86630,7395163,1,"Awesome Wooden Shoes","EWallet"
"Nicolettestad","reboot",true,59.62,794405,"redundant","KY","8:31:18","Leola Nitzsche","4-27-2021",95.63,"633 Rodriguez Shoal",19.81,"Tools & Jewelery",81.70,"Lakin, O'Connell and Monahan","Male",956.30,83100,78.56,10,"Sleek Steel Gloves","Visa"
"Gutmannview",1987658,18.16,80.36,743125,9035120,"WI","20:49:19","Dr. Lafayette Erdman","10-21-2021",76.34,"385 Talia Stravenue",66.54,"Health",26.50,"Considine PhD","Female",763.40,45619,62.42,10,"Incredible Concrete Chair","AMEX"
"Langoshburgh",true,92.68,2464225,286184,false,"MI","4:4:5","Ms. Corrine Hills","9-2-2021",77.70,"26667 Keith Glen",true,"Electronics",1.19,"Lakin, O'Connell and Monahan","Female",543.90,57811,"alarm",7,"Practical Plastic Chair","EWallet"
"Shanahanton",false,false,false,978573,true,"ND","14:30:37","Mrs. Elenora Jacobi","4-13-2021",46.37,"98613 Tianna Walks",22.18,"Music",8256273,"Parisian, Wolff and Gorczany","Male",370.96,92868,"matrix",8,"Sleek Cotton Hat","MasterCard"
"Armstrongchester",33.41,6225078,false,854893,45.64,"NV","18:0:24","Earlene Mohr","10-19-2021",52.03,"3821 Payton Stravenue",42.50,"Clothing & Toys",4244166,"Auer V","Male",312.18,68141,"connecting",6,"Gorgeous Cotton Computer","EWallet"
"New Dixieton","PCI",423689,false,621503,"synthesizing","AK","3:59:2","Ms. Lonny Schinner","8-11-2021",37.59,"2513 Leif Mountains",true,"Electronics, Jewelery & Tools","parse","Kshlerin DDS","Female",187.95,46481,2526229,5,"Small Plastic Shirt","AMEX"
"DuBuqueport",754408,69.97,false,357358,4184157,"NH","6:34:7","Miss Elaina Rice","9-13-2021",76.64,"965 Maiya Parks",92.02,"Automotive & Electronics",true,"Considine PhD","Male",459.84,29549,18.11,6,"Fantastic Steel Hat","EWallet"
"West Meaghanfort",67.18,17.62,80.80,946537,43.25,"WI","0:30:20","Rubie Kozey DVM","7-25-2021",4.30,"9697 Rau Village",false,"Games & Clothing",false,"Parisian, Wolff and Gorczany","Female",25.80,33654,false,6,"Fantastic Granite Car","EWallet"
"Goldaton",14.72,false,2990171,664134,15.04,"VT","1:30:12","Mrs. Elroy Bernier","2-10-2021",84.23,"13145 Upton Extension","primary","Home",73.85,"Kshlerin DDS","Female",842.30,75230,"USB",10,"Incredible Concrete Table","EWallet"
"West Kirstenshire",62.49,8902019,true,533576,61.83,"UT","19:44:41","Raegan Kassulke","3-14-2021",13.67,"936 Kautzer Vista",true,"Industrial",5037000,"Auer V","Female",27.34,25932,1426859,2,"Small Granite Hat","Cash"
"Loumouth","transmit",99.69,"digital",653800,"PNG","RI","13:43:51","Alexander Corwin","6-20-2021",35.65,"900 Kovacek Expressway",19.30,"Tools",720475,"Wiegand-Tillman","Male",285.20,40703,3125020,8,"Sleek Plastic Pants","EWallet"
"Lake Allison","connecting",6883316,"calculating",129821,"driver","WA","19:13:43","Mrs. Trycia Doyle","8-3-2021",13.82,"8221 Mueller Light",73.64,"Movies",36.55,"McClure, Block and Franecki","Male",138.20,19351,59.83,10,"Fantastic Concrete Car","MasterCard"
"Koeppview","open-source",4462639,true,700059,"SQL","AK","22:51:51","Juvenal Medhurst III","10-17-2021",43.43,"87114 Durgan Avenue",false,"Movies, Outdoors & Kids",false,"Considine PhD","Male",347.44,38975,false,8,"Sleek Cotton Chair","EWallet"
"Ocieview",false,false,true,588324,false,"SD","3:55:54","Philip Ebert Sr.","10-2-2021",16.01,"5054 Davis Fields",41.91,"Jewelery, Industrial & Garden",91.90,"Auer V","Male",160.10,54610,27.68,10,"Practical Cotton Table","AMEX"
"New Glendaview",true,true,"bypassing",375630,false,"WI","19:6:14","Mollie Bernhard","8-14-2021",17.89,"2401 August Rapid",89.23,"Kids",7146002,"Auer V","Female",35.78,10152,2857187,2,"Intelligent Wooden Hat","Visa"
"Zulauffurt",25.32,8914200,true,250899,27.78,"TX","20:28:40","Cortez O'Hara","9-23-2021",48.27,"345 Feest Road",36.79,"Games","back-end","Considine PhD","Female",144.81,99153,22.97,3,"Incredible Granite Chair","AMEX"
"North Bo","transmit",6930070,"backing up",769314,"synthesizing","MT","21:55:36","Makayla Hegmann","9-16-2021",83.22,"323 Kirlin Street","transmit","Automotive",34.71,"Kshlerin DDS","Female",748.98,75782,false,9,"Awesome Cotton Shirt","AMEX"
"Godfreybury","transmitting","synthesizing","IB",482168,"SCSI","ND","23:57:40","Payton Sipes","5-29-2021",37.81,"5429 Grant Junctions","open-source","Toys & Movies",true,"Kshlerin DDS","Female",75.62,57584,1564173,2,"Ergonomic Concrete Computer","Cash"
"South Junior","indexing",91.12,false,116934,"digital","IA","8:22:48","Miss Ariane Schneider","8-14-2021",95.66,"8587 Glover Station",false,"Health, Computers & Kids",true,"Auer V","Female",478.30,64996,7648703,5,"Rustic Wooden Computer","AMEX"
"Thompsonland",false,11.74,"EXE",232322,true,"NV","8:42:30","Gregoria Jenkins","10-4-2021",14.47,"52005 Bahringer Meadows",33.97,"Toys & Kids",93.62,"Kshlerin DDS","Male",57.88,14963,17.46,4,"Practical Rubber Chair","Cash"
"South Zacherychester",42.39,4878150,95.40,347935,45.24,"UT","5:56:40","Fanny Stanton III","6-20-2021",64.99,"933 Rath Mountains",54.60,"Health, Shoes & Grocery","index","Lakin, O'Connell and Monahan","Female",259.96,16999,"transmitter",4,"Intelligent Steel Gloves","Cash"
"Kerlukeview","compressing",8429129,39.36,799981,"neural","WA","0:39:53","Chesley Runte","3-31-2021",95.28,"719 Josiah Stream",71.78,"Clothing",1750748,"Parisian, Wolff and Gorczany","Female",190.56,97996,3868559,2,"Fantastic Plastic Gloves","Cash"
"Gibsonport","solid state",569532,"neural",934597,"quantifying","UT","6:33:6","Dr. Oswald Batz","5-14-2021",35.39,"10161 Kole Forge",16.45,"Garden & Outdoors","port","Kuphal, Spencer and Blanda","Female",176.95,21724,false,5,"Awesome Granite Computer","EWallet"
"East Yesenia","cross-platform",7347772,"redundant",817574,"calculate","WY","14:51:37","Dr. Gillian Grimes","2-22-2021",81.21,"13232 Reynolds Pine","compressing","Sports & Music",false,"Parisian, Wolff and Gorczany","Female",730.89,21099,388268,9,"Gorgeous Cotton Hat","EWallet"
"Haagstad","quantifying",true,6858771,298139,"override","NY","1:49:56","Nils Bechtelar","9-2-2021",63.56,"7254 Harris Radial",84.63,"Tools, Beauty & Shoes",3445862,"Lakin, O'Connell and Monahan","Male",635.60,21415,1741915,10,"Gorgeous Rubber Table","Visa"
"Tyreekview","input","digital",73.36,833462,"bypassing","NC","2:30:43","Bennett Medhurst","10-25-2021",27.00,"6284 Kutch Walks",2802026,"Home, Computers & Electronics",true,"Armstrong, Strosin and Altenwerth","Male",243.00,67216,false,9,"Ergonomic Plastic Gloves","MasterCard"
"New Davonview",67.86,58.00,true,900648,70.75,"WY","5:52:29","Mr. Muhammad Bartell","12-22-2020",84.81,"945 Rowe Crest",true,"Automotive",false,"McClure, Block and Franecki","Male",169.62,30288,"parsing",2,"Intelligent Cotton Shirt","Visa"
"New Dudley",true,true,251700,622367,true,"NY","14:3:43","Alphonso Denesik","9-7-2021",3.05,"4323 Gutmann Hill",false,"Beauty","transmitter","Armstrong, Strosin and Altenwerth","Male",9.15,38815,"navigate",3,"Sleek Granite Car","EWallet"
"Pfannerstilltown",6179189,307308,"neural",576599,5991269,"NE","7:12:20","Dr. Alden Veum","7-26-2021",54.44,"90852 Domenica Spring","navigating","Outdoors & Toys",98.44,"Wiegand-Tillman","Male",272.20,51276,5759550,5,"Practical Granite Pants","MasterCard"
"Port Candido","haptic",34.53,"bus",232499,"hacking","ND","11:53:54","Morgan Bechtelar","1-29-2021",53.27,"990 Kris Ranch",false,"Games, Sports & Shoes",19.16,"Larkin-McClure","Male",213.08,60800,5757124,4,"Awesome Concrete Chair","Cash"
"New Lyricfurt",8512345,5179159,6425858,649372,6754646,"NY","9:26:54","Wilfrid Will","8-31-2021",55.37,"25967 Miller Ramp","PNG","Home & Toys","monitor","Lakin, O'Connell and Monahan","Male",276.85,29655,4961531,5,"Rustic Steel Pants","EWallet"
"North Buster",85.89,49.06,true,185865,61.78,"IN","5:22:1","Miles Nitzsche","9-22-2021",12.78,"5113 Jana Branch",true,"Automotive & Outdoors",57.35,"Parisian, Wolff and Gorczany","Female",102.24,19772,4794970,8,"Small Cotton Gloves","Cash"
"West Curtis",60.01,false,true,978911,82.17,"IA","9:54:1","Mrs. Lora Gerhold","4-30-2021",18.35,"8254 Abernathy Brook",6.05,"Movies",6329234,"Considine PhD","Female",91.75,50143,true,5,"Awesome Plastic Chair","Visa"
"Gaylordbury",14.33,77.67,true,561994,3.27,"TX","22:26:51","Patrick Wehner","10-4-2021",15.91,"163 West Drives","bus","Clothing, Music & Grocery",249973,"Considine PhD","Male",79.55,62885,"pixel",5,"Intelligent Granite Pants","MasterCard"
"Port Berthaport",5690772,5336394,false,975844,8116247,"OK","15:38:37","Deja Maggio","9-26-2021",87.45,"969 Lucile Square",6496707,"Home",1959648,"Kuphal, Spencer and Blanda","Male",349.80,12259,2288172,4,"Rustic Plastic Pants","MasterCard"
"Cartwrightberg","auxiliary",2905433,"bus",776272,"SQL","CO","19:22:8","Perry Corkery","12-22-2020",40.21,"182 Camron Rapids",3833636,"Tools, Beauty & Shoes","override","Considine PhD","Female",402.10,73922,17.52,10,"Gorgeous Rubber Gloves","MasterCard"
"West Kianport",6517423,"override","cross-platform",218317,1305008,"MA","20:45:20","Mrs. Damaris Jakubowski","10-8-2021",2.47,"905 Larissa Ferry","PCI","Games",true,"Considine PhD","Male",9.88,26468,"XSS",4,"Ergonomic Granite Chair","Visa"
"Dahliamouth",9281067,false,"HDD",722242,7944567,"OR","22:10:35","Cydney Gerhold","8-29-2021",28.22,"41767 Jewel Court",false,"Clothing",true,"McClure, Block and Franecki","Female",84.66,23313,36.50,3,"Small Wooden Chair","Visa"
"Lake Zachariah",true,75.25,37.80,177796,true,"KS","0:36:2","Willard Lang","9-10-2021",86.16,"23287 Anna Points",true,"Sports, Grocery & Baby",84.59,"Kuphal, Spencer and Blanda","Female",258.48,84325,81.08,3,"Rustic Granite Shirt","Cash"
"Isadorefort",33.09,96.43,"calculating",566474,8.77,"NH","3:37:39","Leonora Leuschke","10-3-2021",68.64,"696 Stoltenberg Courts",18.60,"Kids, Games & Computers","matrix","Wiegand-Tillman","Female",480.48,77671,false,7,"Awesome Plastic Computer","Visa"
